CpGmarker,chr:coord_hg19,Replication_timing_GSM923447,LaminB1_GSM1289416
cg12438037,chr9:138393570,47.003292235947605,2.4056638112896938
cg12539975,chr9:133539583,73.25183172059475,1.4025864761782534
cg12548454,chr9:80911457,49.46339047401029,2.901923244485927
cg12568776,chr9:112083456,48.59270311769404,1.743730718959639
cg12576700,chr9:123342680,75.85590069549637,-0.21520792762338364
cg12622986,chr9:135458173,56.6147575378418,1.904909925662
cg12717594,chr9:36037454,84.93405010575368,2.3056382399512176
cg12754854,chr9:131682859,82.57481384277344,1.5854271063276142
cg12757143,chr9:140473704,76.6526870727539,1.8103900233504153
cg12788471,chr9:127630977,85.21522521972656,3.481539604345557
cg12840719,chr9:21968233,76.31440734863281,1.769852445768169
cg12867448,chr9:131217480,84.46951765788167,1.4772082660347223
cg12876594,chr9:35791798,82.26077270507812,1.2000901491876212
cg12894126,chr9:134405925,77.74154663085938,1.9446097535810782
cg12927772,chr9:86571585,53.96219151751359,2.2789606606629995
cg12953249,chr9:126118772,56.963157653808594,0.5925651447899095
cg12971694,chr9:35618412,83.71539548269828,0.7119198152279336
cg13022129,chr9:131683862,82.56766510009766,3.616961256169633
cg13060154,chr9:124461998,77.24410247802734,1.684987044754797
cg13066542,chr9:79009738,53.905235290527344,3.036629893617606
cg13085976,chr9:140171189,83.39073181152344,1.2627213586788033
cg13098382,chr9:36401460,75.00961250438357,0.2919414848164287
cg13134662,chr9:136858680,71.20425434064984,1.5225037768417478
cg13226172,chr9:34589381,72.11469200305511,0.23932059991269627
cg13234643,chr9:99801371,42.49126160352902,1.6665337920489178
cg13294509,chr9:131266872,83.83531188964844,0.6529616176031098
cg13306784,chr9:139334488,81.59708632852075,3.084544632236663
cg13309018,chr9:130965761,82.66739654541016,0.5018558443643585
cg13314167,chr9:114557553,83.65832169454293,0.19429730423151395
cg13316424,chr9:130968009,82.72427368164062,1.7154964782128705
cg13351583,chr9:91793648,58.19100831333836,1.9180284987206122
cg13493001,chr9:139846100,82.68766784667969,1.8633903877560978
cg13666340,chr9:4666266,56.76626205444336,1.142112158257655
cg13724288,chr9:79791919,47.926673889160156,0.6432846712525605
cg13752043,chr9:131644109,83.03697204589844,1.279389079331751
cg13812587,chr9:131709471,82.48943037760823,2.618972859995191
cg13814950,chr9:90112515,31.62966322482673,0.8739086280879506
cg13870494,chr9:72658358,78.35898405536452,1.2004040661326583
cg13875807,chr9:6758935,59.053497314453125,1.270159270511166
cg13890487,chr9:88897838,45.003910064697266,0.52957848487633
cg13920529,chr9:33402426,81.31062902892914,0.4790650010108948
cg13942909,chr9:131038152,84.89019775390625,-0.20475661694553096
cg13970341,chr9:139923093,83.37677764892578,0.904743069290214
cg14063008,chr9:124461599,77.24210399523042,0.2954478874473542
cg14091657,chr9:139097876,78.42485046386719,0.47118885169551716
cg14167017,chr9:34178925,79.93009948730469,0.61363903114042
cg14176475,chr9:135282081,65.63939666748047,1.4194677025578093
cg14201417,chr9:136400057,65.81291198730469,2.0328989944770295
cg14223444,chr9:100394496,59.47805003216142,-0.2014848905936897
cg14230685,chr9:91004214,66.20759582519531,2.253701611152224
cg14299800,chr9:132564053,84.53363037109375,0.5751551299611627
cg14331163,chr9:77111663,12.901904598435856,1.1213621711663395
cg14350002,chr9:89562473,42.526357522331864,4.498787793464564
cg14414534,chr9:100286483,53.90156343036756,0.3639875905639879
cg14440664,chr9:5509642,79.7446463149682,-2.089969856312653
cg14469290,chr9:116164446,78.77760311136223,0.21822571541581834
cg14552982,chr9:133568226,73.8790283203125,1.5423045660033634
cg14560064,chr9:125675653,59.167341817346895,3.339927644813691
cg14563260,chr9:113801320,78.36182403564453,2.415397253685094
cg14598387,chr9:125289357,67.84566298030559,0.39693093472524016
cg14611112,chr9:139643351,83.5367948765172,0.9308248973012871
cg14614901,chr9:32783463,56.17781514003687,1.468863426400372
cg14633704,chr9:99065350,65.3639776177537,0.8770606670369129
cg14667033,chr9:74384303,36.881622390556814,1.962901634293179
cg14776416,chr9:36573072,70.62266540527344,2.2671917703950437
cg14802951,chr9:136287409,69.146693603059,1.216379894755349
cg14934821,chr9:139228820,80.30136108398438,1.5708560083314813
cg15075170,chr9:103236030,66.85269165039062,1.2125362740731058
cg15083233,chr9:112810402,75.67431378067283,2.628223230916847
cg15139737,chr9:139839391,82.653690766218,1.1261182795055868
cg15186584,chr9:34397651,70.51075335571593,1.3102933084334174
cg15195276,chr9:113799936,78.37797546386719,2.6964891806657727
cg15209169,chr9:125702779,57.779624938964844,-0.8277907520532608
cg15229026,chr9:138853493,78.53013275983625,0.12896729596146858
cg15242570,chr9:90341048,40.34173583984375,0.9488617100703626
cg15248035,chr9:36169949,83.37440490722656,1.4296272842950124
cg15264273,chr9:97040460,57.20782256661508,-0.27751216247339994
cg15271616,chr9:35490515,78.27012765556202,2.1502738956089886
cg15387123,chr9:139891058,83.02433776855469,1.2425132913313224
cg15428653,chr9:139923402,83.37993859650192,0.7964920699596405
cg15459742,chr9:111775564,44.978278628608535,2.556251712650136
cg15473904,chr9:140446993,77.47492218017578,2.5260994107056627
cg15492003,chr9:101984308,72.61571818515844,-0.19981459931702697
cg15518883,chr9:35650561,83.9351432781267,1.7752054342695087
cg15526708,chr9:101866433,79.73165973463558,0.5958047267471813
cg15538820,chr9:136084818,69.9705581665039,0.6215269395948521
cg15551881,chr9:123688715,82.76612854003906,0.9264038493927165
cg15582789,chr9:99145525,70.71195466381653,1.545177108901424
cg15583058,chr9:139305771,81.09744262695312,1.8588705699449823
cg15610792,chr9:131592173,83.82176971435547,0.7907984980032486
cg15619125,chr9:139747228,82.64692687988281,2.8464537687806097
cg15623573,chr9:72288098,66.82451629638672,3.4570545024175185
cg15648905,chr9:130212957,80.409423828125,3.448899546858646
cg15714041,chr9:32384344,48.98954635962584,0.6254682794626174
cg15733507,chr9:139965275,83.91998291015625,1.5490710624219188
cg15739944,chr9:99212660,72.85756814628468,1.6862795432508741
cg15765694,chr9:104358101,55.73996353149414,-0.8401756843631754
cg15769409,chr9:138372274,46.02947998046875,0.7059545402112476
cg15777570,chr9:34662951,71.67951965332031,-0.08002349933473304
cg15785720,chr9:139964984,83.91998291015625,-0.04069027297142471
cg15802898,chr9:100615201,71.397705078125,2.423483939855465
cg15806518,chr9:127177817,71.58540344238281,2.1755733488488858
cg15840658,chr9:72287152,66.76923370361328,-0.12988109972975417
cg15865742,chr9:115984268,66.57179260253906,0.8584335060503981
cg15903421,chr9:117267460,72.66322376127552,1.3628637789178555
cg15919045,chr9:94186882,75.95136260986328,2.6984762065957115
cg16025584,chr9:139887217,82.98670196533203,1.4069990144868942
cg16037142,chr9:131419157,82.6484603881836,-0.3632714640283464
cg16112945,chr9:136285806,69.1535873413086,-0.08558292229019425
cg16158807,chr9:95946891,47.99073028564453,1.733717357481757
cg16199381,chr9:100396477,59.576652098772236,2.1021358320484835
cg16224854,chr9:130829986,84.21443176269531,-1.2797442423906975
cg16235034,chr9:37650629,68.81184558440324,0.859397442349859
cg16274148,chr9:100684771,74.92660522460938,1.2333378143965148
cg16284292,chr9:129567924,66.44629669189453,0.8865360552890775
cg16295988,chr9:115480625,69.6782859554909,1.5241632642651386
cg16351184,chr9:140473184,76.69093322753906,2.235248913392612
cg16367027,chr9:116174442,79.35237106361294,0.6952129962762598
cg16386080,chr9:90589146,40.40827178955078,1.8894862594172095
cg16408394,chr9:137219075,76.89607238769531,3.126505821117526
cg16408565,chr9:117090924,78.0007095336914,0.09609406773629657
cg16473288,chr9:125290120,67.77143096923828,-0.23778931306726686
cg16509045,chr9:77502963,40.30704116821289,-0.37360804190188274
cg16536450,chr9:139658896,83.38636779785156,0.556461465111007
cg16543294,chr9:132404763,83.54829406738281,1.4914071322688527
cg16558348,chr9:86322296,45.78911590576172,2.5880878328976764
cg16666160,chr9:127269631,75.10477420873475,1.2958703317329925
cg16714091,chr9:18473902,71.2979736328125,-0.4598013983865829
cg16720880,chr9:33265144,82.09307098388672,2.732909445798667
cg16758041,chr9:32573371,54.018012382145834,-0.7085782741419314
cg16771596,chr9:103188942,67.81690216064453,0.6512681285965652
cg16777839,chr9:139743802,82.66154479980469,-0.4413529088725371
cg16799583,chr9:133569236,73.89366149902344,0.4937900325813582
cg16829154,chr9:139440704,83.29408264160156,3.2483657954697045
cg16832407,chr9:73736539,25.48927482643032,1.3166544140135912
cg16872071,chr9:135997155,73.10893249511719,1.1173371335899724
cg16896647,chr9:93563776,58.6620979309082,1.5896819280437018
cg16898420,chr9:103791078,31.90293312072754,0.8689956080252939
cg16904306,chr9:78506294,23.924283981323242,1.162304132576253
cg16925486,chr9:19380496,66.11222377025575,2.692704274912625
cg16956268,chr9:123342682,75.85610393039009,-0.20593022984881845
cg16998207,chr9:108320178,57.40760803222656,0.553967634286328
cg17009433,chr9:6645686,67.97427090385608,0.4660773074596895
cg17018517,chr9:139947922,83.69786071777344,0.8255891992102943
cg17071957,chr9:124029926,83.3824462890625,1.7070750989751793
cg17090012,chr9:90123546,31.60217260422552,0.4767231182664033
cg17141902,chr9:95897216,49.13726806640625,2.2118287373625063
cg17240836,chr9:115480324,69.68689906626865,1.806488950115157
cg17301902,chr9:80263219,48.95507049560547,1.216489028870609
cg17361154,chr9:140336563,78.53713732407871,-0.025682621999111224
cg17398595,chr9:17578725,38.73390579223633,0.7366878321248879
cg17465304,chr9:116861442,74.92435147102337,1.8074829600920306
cg17509612,chr9:132598774,83.57553100585938,-0.046009520439416994
cg17511416,chr9:15553286,56.454734802246094,1.3649019736970214
cg17536532,chr9:138370739,45.98326873779297,3.300358192746525
cg17617223,chr9:131534466,84.03637082677827,1.2241325684698763
cg17683775,chr9:132515809,84.85504150390625,1.3398040289842812
cg17742155,chr9:117350088,71.583251953125,0.6766853402052028
cg17749443,chr9:115819190,56.81072235107422,3.1158781574114744
cg17814481,chr9:97402166,72.23169708251953,2.2416514000604373
cg17824393,chr9:112225819,53.11231231689453,-0.9029661960505718
cg17868994,chr9:107526283,67.01145935058594,3.2803562990664235
cg17887537,chr9:19049789,74.46273803710938,3.573241337120383
cg17896097,chr9:125693949,58.26207733154297,2.21397478214139
cg17902858,chr9:139941067,83.60601043701172,2.408829065391639
cg17936488,chr9:134151519,78.997862133302,1.0557483716935896
cg17959722,chr9:140446823,77.47492218017578,1.6538921027099456
cg17963089,chr9:139743185,82.66665649414062,1.6982734720281298
cg17977409,chr9:17579227,38.73390579223633,0.08841866301724532
cg18043195,chr9:19033231,73.37728118896484,1.3483234982121202
cg18043828,chr9:12774985,58.5447883605957,-1.3639712465800327
cg18089000,chr9:136039706,71.83342742919922,4.2139137935278095
cg18090228,chr9:88556685,33.483210404317575,2.132548810102477
cg18168989,chr9:77644250,46.9246940612793,1.8026531242603618
cg18178963,chr9:32573171,54.016178131103516,0.7925819466336248
cg18197998,chr9:131873514,83.35179670909396,-0.5223819574420938
cg18285951,chr9:139333297,81.57000732421875,2.3816635600415523
cg18286698,chr9:74763873,49.032230377197266,-0.45444749860135225
cg18360149,chr9:130186444,79.97494984386567,0.3487125415946134
cg18410627,chr9:129677882,70.86341857910156,1.1037750680665825
cg18428373,chr9:37651257,68.81214141845703,2.019891604368272
cg18436172,chr9:98270472,58.88512933402882,0.6176570280072671
cg18474135,chr9:116038303,70.43306787352907,1.155525962336538
cg18505908,chr9:72287123,66.76923370361328,0.02401050122018425
cg18506679,chr9:127563860,85.95358276367188,0.923666232479009
cg18519564,chr9:4792419,59.96944809911257,0.6420619224270886
cg18557145,chr9:35618083,83.71180725097656,1.37773798158397
cg18636641,chr9:134165268,79.5009765625,1.343948369390643
cg18676053,chr9:124133094,82.693359375,1.91224015569807
cg18689253,chr9:82186806,43.79719924926758,-2.2829941952558848
cg18718102,chr9:136203289,68.37954711914062,1.9889780161362751
cg18773223,chr9:131549619,84.0784323447363,2.7279045054834494
cg18878891,chr9:131267057,83.83531188964844,2.131562601559108
cg18904346,chr9:126773656,70.75510948732904,2.5820757592054697
cg18906795,chr9:6015507,56.57949084236735,-0.4144739861452309
cg18986964,chr9:133589320,74.11049562677778,0.6187479211491361
cg19012475,chr9:32552486,53.68695246251741,1.6754579425458644
cg19026306,chr9:35116525,64.00382818664399,0.4492722221225575
cg19044630,chr9:79521532,44.431947693860444,0.8097006376053885
cg19123107,chr9:136324577,68.55127826414798,2.1698194372864155
cg19252956,chr9:273072,51.23615646362305,-0.46948495394637063
cg19257550,chr9:35673909,83.89324188232422,2.2044159729474737
cg19282250,chr9:79328522,48.53127158490797,0.0837278843526576
cg19287114,chr9:108006611,67.97178351195376,2.511804995068375
cg19292008,chr9:100615796,71.45240783691406,2.121784421448744
cg19318511,chr9:103189158,67.81690216064453,0.7418118472063271
cg19367388,chr9:33816707,78.86183166503906,2.037730790355644
cg19393006,chr9:135820767,67.36597442626953,1.3635245320628813
cg19398446,chr9:34329521,72.87461339327463,-1.6371983860241677
cg19404582,chr9:140032953,84.59049224853516,1.7402766171270414
cg19434936,chr9:35658452,83.93754530071915,1.5404524669163773
cg19461644,chr9:101706617,82.78564787981219,1.404011675107389
cg19481686,chr9:22005288,77.48745727539062,2.7886611076085934
cg19523029,chr9:82186884,43.79719924926758,-1.9389018291790479
cg19556572,chr9:117156701,76.50962829589844,0.3791793621231987
cg19635712,chr9:112082384,48.616655735006354,1.3334723877103563
cg19684883,chr9:74980740,71.26274871826172,2.1963705890424907
cg19724470,chr9:5450936,78.77256774902344,1.204017684708164
cg19734228,chr9:90113593,31.623925786957777,2.447555506859979
cg19795898,chr9:139693196,83.05162048339844,1.032690368123559
cg19857538,chr9:131085530,85.5693646666415,1.4678046493521266
cg19863405,chr9:111619070,39.42527389526367,0.944180288640618
cg19872814,chr9:26947503,59.82121617419464,-0.8045163397825035
cg19881177,chr9:99181234,72.14353942871094,1.3300907766488697
cg19944367,chr9:116223775,81.81987762451172,0.3349614316029873
cg19947621,chr9:34263021,75.95793914794922,0.262239848092311
cg19951443,chr9:5437593,78.2841744743975,2.1174710001092714
cg19954739,chr9:140485596,76.1567699213575,1.1040375924080386
cg19973884,chr9:131486216,83.51575469970703,0.6080226426948828
cg20017995,chr9:136216076,68.5656967163086,-0.3409601322349433
cg20042228,chr9:139439761,83.28338623046875,2.474778372334593
cg20070077,chr9:92219995,40.81208038330078,2.504609716028651
cg20074048,chr9:91933147,53.92449951171875,3.4768435776383813
cg20083676,chr9:91605999,61.177337646484375,2.6722055976126597
cg20109151,chr9:107509821,65.7403564453125,0.3996603210416789
cg20188282,chr9:135906200,72.1024398803711,2.265182007019706
cg20216130,chr9:117374308,71.75906018188172,1.3843161834577469
cg20263942,chr9:88714961,39.99668884277344,0.6478592592012372
cg20300246,chr9:139096747,78.40071868896484,1.8725194024198901
cg20356482,chr9:97356092,68.07449340820312,1.9539987131089949
cg20394284,chr9:4984206,56.79104232788086,0.020869297705008942
cg20414506,chr9:138775936,73.44268035888672,1.5413534720088133
cg20503329,chr9:101705792,82.7777099609375,1.6997158922470863
cg20555507,chr9:73736452,25.502638529066434,1.4577880075356222
cg20566118,chr9:117880556,79.65364118466651,1.8897857410593957
cg20595300,chr9:6413167,67.55070495605469,-0.9130620418177444
cg20603424,chr9:135545631,54.837710306828754,1.6550457307914042
cg20610181,chr9:35674000,83.89324188232422,2.2073474526405334
cg20645649,chr9:127624485,85.34192754502902,0.48345906187965526
cg20752438,chr9:35829112,81.68803405761719,0.09307194641915617
cg20776317,chr9:139292793,80.89820861816406,1.3887091622845051
cg20789691,chr9:5340039,72.06564331054688,0.6526239319359626
cg20864636,chr9:130025713,76.17132568359375,1.3911204421400123
cg20870362,chr9:36169175,83.39344024658203,0.6869976757380464
cg20999934,chr9:33290511,81.78587539178177,0.6785152308286287
cg21010262,chr9:138391250,46.88545608520508,1.6784183390494858
cg21023114,chr9:21241233,54.11553192138672,-0.308630707732376
cg21120249,chr9:139921971,83.36454010009766,1.3824610173401966
cg21122774,chr9:136604996,63.83493423461914,0.8735126756150416
cg21140292,chr9:2015788,29.251665115356445,2.141437191206502
cg21173623,chr9:139685156,83.12918090820312,-0.6253059241048035
cg21185421,chr9:71394810,44.02629852294922,1.3911239775061908
cg21331335,chr9:2717325,37.99819132930917,-0.26921561750717066
cg21383720,chr9:96214543,39.48842949046756,2.433059372289355
cg21387302,chr9:3526198,48.55979919433594,2.302806647358373
cg21413251,chr9:71320693,41.67086098497348,1.3267408095919515
cg21468416,chr9:127019914,75.63555145263672,3.129036971243563
cg21489873,chr9:125877134,51.596439361572266,1.7158371044946858
cg21492378,chr9:123850279,81.32685089111328,-0.4461702071130276
cg21504624,chr9:34653580,71.93239795180628,2.0614910140746185
cg21511069,chr9:34049294,81.2230224609375,-0.15220446092656037
cg21526212,chr9:98271631,58.809332878512336,2.5123676037608225
cg21572316,chr9:107690018,75.93927764892578,4.543135462239648
cg21606237,chr9:102668725,50.663352966308594,0.6096624268279869
cg21608116,chr9:33290203,81.79280090332031,1.9496754322304233
cg21614231,chr9:33266196,82.08280181884766,0.6702006495870229
cg21624883,chr9:95432804,68.579345703125,2.3107042344901663
cg21717724,chr9:123604514,83.59888258479778,1.3450137889669547
cg21740204,chr9:72873544,70.61132051463139,2.261147599376419
cg21753834,chr9:130477671,85.1684300715192,2.3178863627484225
cg21912567,chr9:92219379,40.88260772400663,1.13014165854424
cg21927363,chr9:15552206,56.449703216552734,-0.6087102825080117
cg21964481,chr9:140125696,84.25187344444066,0.8209813623607009
cg21984310,chr9:35829279,81.68803405761719,0.0798348684980527
cg22105022,chr9:130508173,85.4886474609375,-0.21775119175538607
cg22117143,chr9:13251431,39.79382021706598,-0.6863720074708877
cg22153116,chr9:15306736,52.77880859375,1.2852376290322551
cg22161874,chr9:77503042,40.30704116821289,-0.5083558293111078
cg22170618,chr9:130548649,85.69888187703349,1.6437661270951143
cg22174355,chr9:114413582,78.56089993902573,0.5244747445325106
cg22232859,chr9:97203278,55.30819320678711,-0.2995238539854285
cg22244122,chr9:136243698,68.96530170393109,2.5832996922791454
cg22254104,chr9:124991432,75.37683455545707,2.204598021897621
cg22262168,chr9:27528999,37.10831069946289,1.1687499700203274
cg22344641,chr9:131084554,85.56472127633796,2.0316273009625054
cg22397447,chr9:38392975,52.22147750854492,1.7218475693118962
cg22402007,chr9:87282823,19.476051330566406,1.3326700494181298
cg22438810,chr9:130911792,81.9292984008789,1.2627418637275696
cg22498840,chr9:37903528,65.9568270638102,0.17976574423331157
cg22571217,chr9:90112519,31.6296124636681,0.8458082052299598
cg22579849,chr9:34620091,72.3483657836914,0.3482766732460906
cg22587514,chr9:138392051,46.92954635620117,1.601736818212706
cg22658985,chr9:34126662,81.43703270434145,2.3709812686785643
cg22667787,chr9:33001657,73.99423870362546,0.6674993705445483
cg22719586,chr9:140099722,84.5257797241211,0.7507248730293149
cg22747092,chr9:138987818,77.85977172851562,1.8943962429272438
cg22775000,chr9:103235181,66.88549041748047,0.42415825726103124
cg22807823,chr9:86594226,53.43545150756836,0.19677478210151345
cg22880820,chr9:35665522,83.92502445591953,0.4511952337149709
cg22937320,chr9:19032778,73.37728118896484,2.160706061860476
cg23003832,chr9:131486918,83.53044891357422,1.8600448381240182
cg23006204,chr9:130700866,86.1146011352539,3.8135483078752417
cg23029491,chr9:34048775,81.2230224609375,2.8459725178759405
cg23075568,chr9:100955349,79.18832679044576,2.7517950345647124
cg23152772,chr9:133813632,76.73130124822222,0.8171408235726488
cg23181138,chr9:88356705,28.065385818481445,0.8012525713967361
cg23213170,chr9:108320507,57.366926045786414,2.762052505682938
cg23234510,chr9:33001517,73.96961878065457,1.768895568387109
cg23300897,chr9:132598185,83.60856628417969,1.7812152862248554
cg23426587,chr9:21335126,62.00376892089844,2.4122382795780672
cg23447996,chr9:93564603,58.73598121585989,1.0766771104496433
cg23655719,chr9:34692578,70.48823414181831,0.31394837950579163
cg23667933,chr9:71650719,60.585906982421875,3.9310412352871835
cg23689916,chr9:33263879,82.10314178466797,3.397414708017402
cg23771929,chr9:132934195,86.42225646972656,0.998568975580129
cg23815000,chr9:138413012,47.84562683105469,0.20547452941536903
cg23861715,chr9:99382235,70.95426940917969,0.33390463764781614
cg23897067,chr9:140100305,84.52566351379242,2.753210350608345
cg23916845,chr9:117268172,72.64572143554688,1.9832642375906784
cg23964386,chr9:114362249,76.76091003417969,2.682577107355036
cg24012708,chr9:116138128,77.16654968261719,0.7328140166604549
cg24046474,chr9:130212550,80.40376742165581,0.2949081946079917
cg24073022,chr9:108424034,49.639530181884766,0.5029068234182844
cg24105685,chr9:95298969,68.42142486572266,-0.521222902494729
cg24121001,chr9:130478378,85.1719323631534,0.467265744700615
cg24142106,chr9:71319485,41.641605091808444,0.34057288406702974
cg24194775,chr9:35791475,82.27091827773097,0.8053136409379974
cg24293567,chr9:135754124,62.7789306640625,2.6446623631028143
cg24341129,chr9:16727830,68.70184326171875,-0.8091245802583863
cg24392274,chr9:130921842,81.9241943359375,2.2183442371017685
cg24443250,chr9:117693010,70.89097595214844,1.1461954712117048
cg24471894,chr9:2838508,35.52485749965297,-0.8749012187386039
cg24475171,chr9:132598886,83.57553100585938,0.48559844020932386
cg24545967,chr9:130540941,85.67708587646484,1.4313586558442872
cg24556026,chr9:36258971,81.25487518310547,2.0557124823782247
cg24611631,chr9:4490288,58.30570983886719,1.485356254451521
cg24730207,chr9:130891743,82.1620101928711,1.118745800611135
cg24754277,chr9:90114156,31.622692108154297,0.5232108738695644
cg24770649,chr9:35115882,64.0042495727539,0.6948247199094566
cg24793265,chr9:139269240,80.6038589477539,1.3666427941706678
cg24794433,chr9:124462172,77.24410247802734,2.2613254782534966
cg24812167,chr9:139293358,80.90033019867325,1.6870604156697127
cg24852661,chr9:88715131,39.99668884277344,0.38706758637122
cg24910675,chr9:130616917,85.69841766357422,2.040637794009384
cg25018881,chr9:111697645,40.80640783333719,-1.035770503039324
cg25020204,chr9:136500234,63.6632194519043,1.2680852351621057
cg25068445,chr9:139780417,82.5514430476543,2.6647489737503474
cg25092540,chr9:131708951,82.48899841308594,1.9598728011477204
cg25118574,chr9:127177646,71.58378015075836,2.861713036782195
cg25141720,chr9:89561826,42.5301513671875,0.9410073606283298
cg25162921,chr9:21801897,76.22006225585938,1.8087126431747407
cg25179291,chr9:132805739,80.24821472167969,1.6306526455465207
cg25186211,chr9:124921565,75.2621874155249,1.4582335909157615
cg25307641,chr9:136222163,68.65640258789062,1.6906248652364506
cg25344672,chr9:135285207,65.51084899902344,0.762143757916818
cg25384157,chr9:140499132,75.49186706542969,2.3442488818685114
cg25420952,chr9:116841084,73.93279266357422,1.8262054442758824
cg25454755,chr9:102584145,49.70704650878906,-0.27896545249358834
cg25476145,chr9:34646939,72.07728576660156,2.0579980764941546
cg25478603,chr9:38392535,52.25435672674393,0.11856936689663293
cg25479216,chr9:100818684,80.31214672668914,0.5319782330347248
cg25494064,chr9:100286340,53.88261778871912,-0.20091398818516912
cg25512587,chr9:136344026,67.96932220458984,1.612001525364835
cg25530169,chr9:91002900,66.14183044433594,3.4561772556689285
cg25537774,chr9:139581745,83.91446685791016,1.3327867177031203
cg25569582,chr9:136933818,73.27998352050781,0.281597762023772
cg25580018,chr9:136399808,65.81291198730469,2.4823225541439102
cg25587233,chr9:131872005,83.37068939208984,2.0171047758395484
cg25732252,chr9:130679915,85.95805358886719,0.8978991984983236
cg25766046,chr9:94712122,76.34278106689453,1.1712727961071794
cg25822709,chr9:19048850,74.3993911743164,1.2565306434853551
cg25905812,chr9:841632,54.89130603286096,1.5450730104590544
cg25934198,chr9:139920781,83.35237121582031,0.3112383334515077
cg25935911,chr9:122132261,10.094975471496582,0.986982326344669
cg25954354,chr9:133971548,72.01371571072319,0.8684673608100084
cg25989745,chr9:12693326,53.443508547737714,-0.5290041480035115
cg26007077,chr9:15422993,56.058868408203125,1.9286672004524346
cg26024843,chr9:137533949,83.47441101074219,2.051442303945796
cg26164184,chr9:137771506,65.57077774085903,1.0730279055365388
cg26181372,chr9:104198262,57.82972717285156,-0.5064734733037144
cg26228569,chr9:134955334,68.47843042692341,-0.5756463892757893
cg26246296,chr9:113018794,73.9045181274414,1.069665954605458
cg26354398,chr9:116224036,81.81987762451172,1.1353058597302856
cg26374101,chr9:140500813,75.38195037841797,1.72198618254073
cg26381783,chr9:505235,51.688114166259766,0.6016104954766386
cg26428825,chr9:2717531,37.98068755761049,0.1580400300078488
cg26471445,chr9:35749414,83.01634102153065,2.967953355546562
cg26478992,chr9:95245965,70.10364532470703,-0.10750685184161819
cg26489108,chr9:975856,42.29499053955078,0.1817746888705405
cg26491484,chr9:133885058,73.51976776123047,-0.2339773232900826
cg26535072,chr9:72288156,66.82451629638672,2.9952386215291638
cg26581729,chr9:139939792,83.59295654296875,0.695528049148638
cg26624914,chr9:33448382,81.83442073451016,1.6683231613948304
cg26646980,chr9:112225668,53.106580187257684,-1.0654006148465636
cg26672426,chr9:132514582,84.84621817572159,1.5263514802497942
cg26681123,chr9:140125311,84.26476540886553,1.1176721192427186
cg26759551,chr9:97401509,72.19225781219559,1.4088881177926245
cg26798786,chr9:73029388,73.91702601558848,-0.6884293653802848
cg26805528,chr9:131872542,83.36330598369798,2.020481726084308
cg26833602,chr9:95821549,50.11141607232224,2.3006311258681174
cg26850145,chr9:37465023,71.86967468261719,2.1252564119564497
cg26920757,chr9:130541237,85.67708587646484,1.5752586845486831
cg26943001,chr9:35812201,81.9197006225586,1.7537619178593908
cg26944151,chr9:139607602,83.80765721803888,0.6292160648092515
cg26964989,chr9:133884294,73.56326293945312,0.8692483350221696
cg26966384,chr9:36190885,82.96587371826172,0.32133501783125945
cg27286999,chr9:137967306,47.55813005975357,1.0023579063546146
cg27291231,chr9:140081916,84.62969207763672,1.0997865584395095
cg27305895,chr9:86594214,53.43545150756836,0.09481770716025788
cg27322545,chr9:26946855,59.790000915527344,1.885128056372443
cg27443224,chr9:34710135,69.5632095336914,0.6843527238299925
cg27510871,chr9:116173074,79.2756576538086,-0.641962386348686
cg27514224,chr9:131708618,82.48886112203621,1.7373747330168332
cg27592318,chr9:100707064,75.92811584472656,-0.9234431005770374
cg27625732,chr9:131549075,84.07807922363281,3.5301577948803264
cg27631256,chr9:117692745,70.89097595214844,2.0040900482038406
cg27650175,chr9:124461640,77.24291526052423,0.21855514754629668
cg00025991,chr10:736625,74.5372684887817,0.9066717433614154
cg00035347,chr10:104953608,82.10819139742198,-0.241549253088401
cg00051979,chr10:95462161,68.75764465332031,3.0961357406164596
cg00098162,chr10:90619573,75.28960475778936,0.4897604038568228
cg00132141,chr10:69456307,62.91116892369905,-1.0243975981619555
cg00168942,chr10:35894430,61.78614552181558,1.6457472572699001
cg00206052,chr10:103348143,70.36405944824219,1.7242097262321252
cg00242839,chr10:6130578,77.03697037161734,0.1225197886489801
cg00263760,chr10:118897366,38.00703106735115,2.443859454966913
cg00268338,chr10:93169495,69.95056814445819,1.6010335773905218
cg00276797,chr10:105726614,77.21994229742417,1.5162074469799358
cg00431050,chr10:103985730,83.8141098022461,0.514363504139242
cg00436603,chr10:135340740,54.49271774291992,2.2893523470280455
cg00498305,chr10:119000236,33.611385345458984,0.71495289526298
cg00499822,chr10:44881551,46.012189346655944,1.6402154251069807
cg00512279,chr10:119000991,33.57290267944336,1.228661663886582
cg00532335,chr10:95516861,65.84029388427734,0.9704063210439322
cg00568128,chr10:115934100,38.53970718383789,2.022136552357854
cg00623593,chr10:128767610,22.413811414913642,1.191785752773285
cg00646492,chr10:106014296,71.2906265258789,2.944056189630734
cg00720072,chr10:94051159,67.90271759033203,4.644102894088784
cg00745735,chr10:69868860,82.96864318847656,-0.18188830290543342
cg00779924,chr10:8094641,49.181499309967876,2.5402135396334025
cg00793774,chr10:104403707,84.21977233886719,0.7939728371592553
cg00873937,chr10:69991564,84.13427511771718,0.5063322351621441
