CpGmarker,chr,pos
cg07962051,chr8,9412923
cg07981588,chr8,101965659
cg08020051,chr8,145137133
cg08040428,chr8,18870913
cg08090772,chr8,67344640
cg08110559,chr8,25314954
cg08385610,chr8,20112683
cg08419026,chr8,70747067
cg08465774,chr8,39771756
cg08551857,chr8,82024104
cg08569678,chr8,143781397
cg08605641,chr8,96146723
cg08657449,chr8,105351661
cg08715135,chr8,126442747
cg08722122,chr8,38326574
cg08773844,chr8,27630019
cg08872550,chr8,86375450
cg08887137,chr8,30013701
cg08896053,chr8,50823468
cg08918749,chr8,19797445
cg08996502,chr8,144897297
cg09076012,chr8,120428898
cg09155025,chr8,145642024
cg09304624,chr8,75735733
cg09314766,chr8,39695697
cg09378940,chr8,71581306
cg09476523,chr8,22856635
cg09478597,chr8,37594596
cg09531892,chr8,105601835
cg09537031,chr8,19171706
cg09626984,chr8,11566096
cg09662150,chr8,38854671
cg09793866,chr8,38009548
cg09881855,chr8,49834618
cg09904573,chr8,33424809
cg09915099,chr8,41435301
cg09935228,chr8,81557650
cg09950370,chr8,21609373
cg09990086,chr8,38643846
cg10039928,chr8,98880860
cg10062803,chr8,82396644
cg10160407,chr8,17434805
cg10171125,chr8,27850315
cg10194829,chr8,21900177
cg10196289,chr8,59572185
cg10227731,chr8,146175923
cg10245048,chr8,23082569
cg10298205,chr8,144661917
cg10301990,chr8,30601223
cg10453040,chr8,56685352
cg10457247,chr8,70983079
cg10485472,chr8,56686346
cg10866709,chr8,11561361
cg10913563,chr8,143808814
cg10918202,chr8,104153173
cg10918419,chr8,143808262
cg11044263,chr8,125385130
cg11050116,chr8,17780536
cg11050527,chr8,54755511
cg11108432,chr8,10697698
cg11172196,chr8,125384789
cg11196870,chr8,41386826
cg11318251,chr8,104152588
cg11321895,chr8,57123832
cg11375622,chr8,145516294
cg11398680,chr8,142011853
cg11415932,chr8,42196139
cg11434468,chr8,11059277
cg11536940,chr8,97658076
cg11550426,chr8,59465609
cg11609366,chr8,146018277
cg11653466,chr8,38386235
cg11695358,chr8,144797963
cg11701148,chr8,1993035
cg11710000,chr8,28352559
cg11713008,chr8,99129222
cg11719412,chr8,125551441
cg11745019,chr8,108509756
cg11754206,chr8,73448579
cg11757293,chr8,145692581
cg11800672,chr8,145642291
cg11868900,chr8,49648035
cg11906718,chr8,101322791
cg11947493,chr8,23021515
cg11981599,chr8,11566526
cg12002314,chr8,141521209
cg12010995,chr8,59413152
cg12038710,chr8,95220583
cg12051359,chr8,120886151
cg12089439,chr8,15398333
cg12091331,chr8,42065314
cg12125691,chr8,100906062
cg12188860,chr8,144416485
cg12402251,chr8,91094811
cg12424817,chr8,98787961
cg12468056,chr8,41909961
cg12515371,chr8,145721996
cg12535715,chr8,38831693
cg12548064,chr8,101571911
cg12569516,chr8,116681193
cg12639234,chr8,18248964
cg12646585,chr8,124429417
cg12674192,chr8,33342777
cg12686915,chr8,117768332
cg12738197,chr8,125985883
cg12790134,chr8,67578787
cg12803724,chr8,79578360
cg12991341,chr8,109800287
cg13043862,chr8,72274598
cg13052755,chr8,128805589
cg13059335,chr8,24242109
cg13153865,chr8,90914101
cg13208732,chr8,57124347
cg13243377,chr8,17103891
cg13266631,chr8,24815006
cg13277385,chr8,91013426
cg13351161,chr8,27490921
cg13398291,chr8,41166169
cg13398993,chr8,66546079
cg13414044,chr8,42751637
cg13446199,chr8,143762866
cg13467649,chr8,27630342
cg13490635,chr8,30242021
cg13551243,chr8,146052742
cg13554114,chr8,73921144
cg13563405,chr8,17942526
cg13573276,chr8,57232898
cg13652336,chr8,68864012
cg13700897,chr8,109096064
cg13755023,chr8,133687491
cg13760253,chr8,66932700
cg13784855,chr8,128806938
cg13857100,chr8,20041700
cg13919215,chr8,101162909
cg13958676,chr8,22014652
cg14070647,chr8,109095264
cg14143055,chr8,24240597
cg14234680,chr8,57905925
cg14285013,chr8,67526270
cg14292823,chr8,144681097
cg14299177,chr8,66557547
cg14329976,chr8,11627812
cg14336578,chr8,38243683
cg14346035,chr8,94928406
cg14358709,chr8,101321928
cg14408969,chr8,42396118
cg14409958,chr8,120651652
cg14435640,chr8,41436176
cg14473123,chr8,48921407
cg14494313,chr8,18248453
cg14501253,chr8,12809014
cg14538332,chr8,97506180
cg14605021,chr8,16859754
cg14658362,chr8,30241661
cg14726525,chr8,38035001
cg14729071,chr8,117886537
cg14755852,chr8,23386014
cg14817143,chr8,63998778
cg14871856,chr8,30515337
cg14958018,chr8,41505042
cg14992108,chr8,121825470
cg15054260,chr8,90769710
cg15170424,chr8,92052897
cg15264255,chr8,99306718
cg15301700,chr8,145560531
cg15312298,chr8,127570908
cg15319076,chr8,30013987
cg15379858,chr8,19540466
cg15399561,chr8,99129939
cg15481539,chr8,6913441
cg15484019,chr8,109455575
cg15537850,chr8,144661051
cg15555727,chr8,144692268
cg15576233,chr8,80679932
cg15585987,chr8,50824749
cg15603885,chr8,107782373
cg15642035,chr8,139165052
cg15742700,chr8,11350853
cg15747595,chr8,98289880
cg15754109,chr8,67974431
cg15783027,chr8,145669353
cg15791248,chr8,38326730
cg15819853,chr8,8750517
cg15836394,chr8,11659832
cg15983520,chr8,145729106
cg15984612,chr8,145514624
cg16007680,chr8,144349898
cg16050784,chr8,62626992
cg16104446,chr8,48873951
cg16124821,chr8,102218091
cg16129797,chr8,55047904
cg16175263,chr8,22960385
cg16177163,chr8,97272787
cg16202564,chr8,98881927
cg16208136,chr8,95274252
cg16256610,chr8,21999381
cg16293656,chr8,21900438
cg16303562,chr8,16050333
cg16313587,chr8,37707285
cg16328273,chr8,95908119
cg16425577,chr8,142139654
cg16551261,chr8,133687929
cg16628918,chr8,145580818
cg16652639,chr8,38853854
cg16659043,chr8,119634612
cg16729690,chr8,28351217
cg16746631,chr8,82598140
cg16793061,chr8,72273984
cg16852892,chr8,89339473
cg16861508,chr8,22926909
cg16907566,chr8,121136534
cg16957569,chr8,39791224
cg17029151,chr8,82644517
cg17044611,chr8,17942239
cg17045009,chr8,67579782
cg17084151,chr8,102803237
cg17127823,chr8,71520941
cg17142470,chr8,22409684
cg17145652,chr8,42750650
cg17176395,chr8,61429827
cg17176732,chr8,107669856
cg17191715,chr8,86290878
cg17199658,chr8,101661478
cg17256555,chr8,117778488
cg17293641,chr8,119964144
cg17347634,chr8,65711916
cg17471019,chr8,94767003
cg17500329,chr8,140943103
cg17509872,chr8,17105487
cg17703554,chr8,88886339
cg17711870,chr8,87354470
cg17724365,chr8,90997008
cg17747005,chr8,68864324
cg17769158,chr8,103563327
cg17788832,chr8,87081654
cg17795240,chr8,11568257
cg17823320,chr8,19675140
cg17834443,chr8,19674713
cg17834752,chr8,140715239
cg17889103,chr8,97247634
cg17910564,chr8,42248702
cg17939444,chr8,40010443
cg17943999,chr8,95274687
cg17963840,chr8,26722861
cg18059933,chr8,95962463
cg18123948,chr8,11560781
cg18152311,chr8,130951244
cg18153124,chr8,133493154
cg18249244,chr8,27950725
cg18267374,chr8,24771273
cg18270343,chr8,143748005
cg18282619,chr8,102217292
cg18317951,chr8,96145702
cg18350458,chr8,37887952
cg18356330,chr8,30515990
cg18379495,chr8,37553668
cg18381880,chr8,42249569
cg18452600,chr8,9911543
cg18459342,chr8,81084056
cg18493182,chr8,143833962
cg18503260,chr8,86157410
cg18508125,chr8,28347573
cg18511989,chr8,145634287
cg18565355,chr8,95653874
cg18604888,chr8,124408541
cg18640030,chr8,67090752
cg18674980,chr8,86350581
cg18675600,chr8,142432241
cg18787975,chr8,11726094
cg18875839,chr8,29120848
cg18888595,chr8,92082609
cg18939260,chr8,125741346
cg18956095,chr8,124287111
cg18986713,chr8,29953064
cg19007731,chr8,93107394
cg19033555,chr8,6736385
cg19078186,chr8,87526527
cg19149125,chr8,37619350
cg19150884,chr8,144699502
cg19188612,chr8,104384291
cg19201477,chr8,21776851
cg19250907,chr8,68659328
cg19280776,chr8,82024586
cg19304352,chr8,6796176
cg19352977,chr8,103876467
cg19391527,chr8,28173732
cg19418958,chr8,30705886
cg19437319,chr8,126096148
cg19515324,chr8,37963526
cg19549068,chr8,27472319
cg19587887,chr8,87082065
cg19620294,chr8,119964729
cg19632760,chr8,71581729
cg19691797,chr8,29939998
cg19738333,chr8,21999623
cg19791277,chr8,136469780
cg19855618,chr8,144731579
cg19904463,chr8,82192606
cg19904653,chr8,37707692
cg19972619,chr8,128747979
cg20011352,chr8,37655269
cg20239949,chr8,59572638
cg20264731,chr8,42195644
cg20279283,chr8,11566863
cg20281815,chr8,143761508
cg20283107,chr8,124788969
cg20326853,chr8,145635294
cg20329958,chr8,67090250
cg20349695,chr8,33330484
cg20379012,chr8,126103681
cg20379125,chr8,120428519
cg20519035,chr8,144811238
cg20520888,chr8,145086243
cg20587336,chr8,66546482
cg20669525,chr8,145137896
cg20673075,chr8,99838488
cg20769102,chr8,101162761
cg20774846,chr8,105479420
cg20845050,chr8,146053666
cg20862496,chr8,143823734
cg20890210,chr8,73450181
cg20951726,chr8,11142737
cg20955688,chr8,133772889
cg20966972,chr8,41909463
cg20987610,chr8,95222020
cg21051423,chr8,121457935
cg21073927,chr8,11562155
cg21092687,chr8,145743911
cg21132577,chr8,1993528
cg21154823,chr8,21947302
cg21197871,chr8,96036803
cg21209091,chr8,42234975
cg21210789,chr8,143545390
cg21226234,chr8,145741991
cg21240812,chr8,143483748
cg21305265,chr8,25316571
cg21312090,chr8,116681727
cg21363706,chr8,18066485
cg21428681,chr8,23540856
cg21443261,chr8,27169256
cg21481775,chr8,23539627
cg21533958,chr8,37653377
cg21649520,chr8,82359799
cg21721126,chr8,109456101
cg21750887,chr8,68658237
cg21959619,chr8,145581006
cg21975377,chr8,104311490
cg21991830,chr8,53626936
cg22038738,chr8,42064673
cg22083639,chr8,70747646
cg22108175,chr8,19796591
cg22138278,chr8,145158307
cg22186533,chr8,144680410
cg22199118,chr8,69350927
cg22268164,chr8,110099750
cg22289837,chr8,86350278
cg22411207,chr8,57026301
cg22418909,chr8,41166738
cg22441882,chr8,20040654
cg22461835,chr8,26723365
cg22502171,chr8,25281609
cg22552168,chr8,22023391
cg22563697,chr8,145722190
cg22610305,chr8,141521720
cg22619018,chr8,4852624
cg22637941,chr8,134203841
cg22708914,chr8,19170890
cg22721186,chr8,124408918
cg22766145,chr8,65492528
cg22783363,chr8,23021553
cg22807551,chr8,17659378
cg22836229,chr8,49647717
cg22838674,chr8,37619818
cg22874695,chr8,42397328
cg22892110,chr8,144798631
cg22915732,chr8,62200518
cg22925006,chr8,104033618
cg22960501,chr8,42128498
cg23051664,chr8,23020966
cg23067535,chr8,124195133
cg23087084,chr8,77912333
cg23088430,chr8,144679052
cg23104955,chr8,74205400
cg23179168,chr8,127570165
cg23180489,chr8,143859786
cg23196831,chr8,121137537
cg23239842,chr8,71316013
cg23328404,chr8,19539991
cg23338195,chr8,118146418
cg23427666,chr8,133880105
cg23430634,chr8,140943869
cg23431988,chr8,22132563
cg23526055,chr8,74884794
cg23538854,chr8,79717627
cg23566335,chr8,39442347
cg23599843,chr8,75234269
cg23602533,chr8,63998164
cg23610841,chr8,30891077
cg23619829,chr8,66556444
cg23641264,chr8,143748641
cg23663332,chr8,33341954
cg23687960,chr8,63951868
cg23696886,chr8,22437193
cg23704362,chr8,67405742
cg23710218,chr8,72756656
cg23719367,chr8,12594834
cg23732024,chr8,74903801
cg23737055,chr8,101572127
cg23796040,chr8,132952251
cg23833896,chr8,1711046
cg23843812,chr8,38385977
cg23862908,chr8,96281399
cg23902550,chr8,144681106
cg23968383,chr8,125984927
cg24030449,chr8,16859671
cg24046110,chr8,143859143
cg24056567,chr8,18871909
cg24081819,chr8,27348940
cg24098951,chr8,105601036
cg24107665,chr8,144372932
cg24115571,chr8,104310713
cg24216294,chr8,144732501
cg24229963,chr8,82633648
cg24267801,chr8,100905507
cg24292612,chr8,6735472
cg24318412,chr8,37962972
cg24377133,chr8,144170375
cg24378421,chr8,11141365
cg24403722,chr8,22550720
cg24430616,chr8,23320416
cg24434118,chr8,95961556
cg24471555,chr8,21946112
cg24473633,chr8,142138319
cg24512303,chr8,76452152
cg24546463,chr8,101662053
cg24593475,chr8,49833956
cg24596472,chr8,144417263
cg24641352,chr8,144328078
cg24645221,chr8,57358928
cg24646414,chr8,11565725
cg24670715,chr8,6420506
cg24690731,chr8,10589093
cg24698622,chr8,30670597
cg24727203,chr8,9007933
cg24792272,chr8,48873190
cg24812103,chr8,101735630
cg24833277,chr8,124194361
cg24971490,chr8,117778891
cg24981018,chr8,143695376
cg25070637,chr8,97505868
cg25142416,chr8,86290219
cg25201980,chr8,146127417
cg25202404,chr8,77912832
cg25216696,chr8,11565351
cg25232934,chr8,8860211
cg25352650,chr8,67341099
cg25375711,chr8,125463057
cg25396537,chr8,73921005
cg25406735,chr8,124553149
cg25500285,chr8,37888493
cg25510610,chr8,38240894
cg25552492,chr8,22013999
cg25557858,chr8,28558598
cg25612480,chr8,48920460
cg25738273,chr8,33457336
cg25762706,chr8,27115867
cg25811575,chr8,22551274
cg25814686,chr8,144373818
cg25824226,chr8,110551708
cg25861458,chr8,42948482
cg25944700,chr8,23386623
cg25945374,chr8,136468992
cg25948993,chr8,30601878
cg25974617,chr8,71520962
cg26020513,chr8,11568356
cg26021476,chr8,110346385
cg26021627,chr8,53478706
cg26045434,chr8,21987861
cg26104206,chr8,22089103
cg26212924,chr8,145150439
cg26258330,chr8,82633130
cg26261431,chr8,27695615
cg26323655,chr8,95448685
cg26350286,chr8,95652691
cg26369642,chr8,58987333
cg26401870,chr8,21882439
cg26403198,chr8,145581686
cg26411702,chr8,21881998
cg26464596,chr8,74207587
cg26507094,chr8,144691562
cg26530341,chr8,23083353
cg26596161,chr8,92261459
cg26756083,chr8,89339622
cg26804057,chr8,99130997
cg26831415,chr8,16885270
cg26847866,chr8,27492077
cg26911140,chr8,146017711
cg26952662,chr8,104383499
cg26976437,chr8,143781644
cg26984624,chr8,41656079
cg26989103,chr8,110099582
cg27041096,chr8,120079173
cg27043582,chr8,42752981
cg27087572,chr8,38033885
cg27089714,chr8,126097158
cg27090216,chr8,22960461
cg27091703,chr8,95487428
cg27121132,chr8,124054909
cg27140220,chr8,79428434
cg27147306,chr8,99837480
cg27159719,chr8,133772742
cg27258399,chr8,38832267
cg27342122,chr8,133787442
cg27360560,chr8,94767316
cg27449959,chr8,146024786
cg27537600,chr8,101170391
cg00034039,chr9,74526266
cg00047469,chr9,116172568
cg00065385,chr9,111623395
cg00079056,chr9,33239641
cg00116234,chr9,18474243
cg00121158,chr9,6757826
cg00121640,chr9,120176515
cg00162643,chr9,32526492
cg00168082,chr9,133589177
cg00213714,chr9,119449370
cg00228799,chr9,131580591
cg00250430,chr9,1051579
cg00342530,chr9,130027020
cg00420568,chr9,91794904
cg00426963,chr9,86535755
cg00474004,chr9,21239944
cg00513467,chr9,21335551
cg00560119,chr9,130374109
cg00563932,chr9,139871049
cg00577167,chr9,104197675
cg00594118,chr9,140150000
cg00620024,chr9,127952891
cg00636639,chr9,125027249
cg00691625,chr9,127269807
cg00718440,chr9,21995312
cg00729541,chr9,131798577
cg00755043,chr9,91150159
cg00833393,chr9,35731638
cg00885506,chr9,116102792
cg00995152,chr9,124496315
cg01027739,chr9,131842738
cg01036173,chr9,5437898
cg01055695,chr9,138452950
cg01062029,chr9,94712909
cg01120307,chr9,91979149
cg01126560,chr9,139886304
cg01130192,chr9,32385002
cg01169778,chr9,136038690
cg01197831,chr9,97355941
cg01220033,chr9,131419100
cg01241375,chr9,102861774
cg01253107,chr9,35102903
cg01288067,chr9,36572645
cg01309153,chr9,136224666
cg01328164,chr9,35814704
cg01429996,chr9,100819542
cg01446692,chr9,14723496
cg01481976,chr9,116174309
cg01536400,chr9,124923283
cg01605984,chr9,136216154
cg01677177,chr9,125693677
cg01733783,chr9,128003852
cg01753595,chr9,137533141
cg01785060,chr9,14693082
cg01809579,chr9,86595452
cg01843018,chr9,123813144
cg01871963,chr9,130910995
cg01873645,chr9,74526649
cg01894895,chr9,75766294
cg01909921,chr9,135854246
cg01998146,chr9,15511358
cg02009694,chr9,130713760
cg02010852,chr9,126118355
cg02027010,chr9,116163386
cg02071439,chr9,139377021
cg02096633,chr9,35162499
cg02189785,chr9,139891008
cg02205739,chr9,132427570
cg02332492,chr9,139840678
cg02400248,chr9,22009355
cg02431687,chr9,130828652
cg02494117,chr9,130965474
cg02515422,chr9,120466493
cg02516189,chr9,139268092
cg02552945,chr9,123811614
cg02590345,chr9,103790959
cg02602411,chr9,104357177
cg02654291,chr9,86572014
cg02802055,chr9,132597094
cg02823866,chr9,5450410
cg02838492,chr9,116861288
cg02873524,chr9,118916493
cg02936468,chr9,77642970
cg02936872,chr9,99801550
cg03081134,chr9,36036806
cg03109047,chr9,140032686
cg03149130,chr9,93404977
cg03168296,chr9,140317011
cg03221676,chr9,88969266
cg03243700,chr9,137000940
cg03251857,chr9,134164580
cg03264414,chr9,138453697
cg03283569,chr9,127963181
cg03367667,chr9,35103545
cg03431064,chr9,140135566
cg03454353,chr9,115819364
cg03563403,chr9,35079882
cg03591594,chr9,2621918
cg03662459,chr9,34654290
cg03693099,chr9,135936901
cg03712708,chr9,91925885
cg03738959,chr9,37904295
cg03776060,chr9,133972575
cg03801144,chr9,127951957
cg03804500,chr9,140081972
cg03863549,chr9,33474004
cg03900284,chr9,133769695
cg03905144,chr9,13249504
cg03916787,chr9,127624708
cg03924115,chr9,133768966
cg03939688,chr9,110251706
cg03942271,chr9,94124362
cg03984733,chr9,116139085
cg04021421,chr9,98080622
cg04038932,chr9,135286214
cg04057106,chr9,34263427
cg04094160,chr9,37465712
cg04095468,chr9,91933906
cg04103317,chr9,33240960
cg04109220,chr9,35812293
cg04217218,chr9,14693888
cg04230060,chr9,114937992
cg04273556,chr9,35096672
cg04305913,chr9,139228912
cg04416752,chr9,130679027
cg04460372,chr9,130661175
cg04582843,chr9,136857244
cg04621255,chr9,131581398
cg04648440,chr9,136932424
cg04653308,chr9,131872018
cg04655481,chr9,125796809
cg04660234,chr9,37800484
cg04711050,chr9,4490757
cg04725234,chr9,108456639
cg04761824,chr9,117905075
cg04784315,chr9,125797284
cg04794505,chr9,128508709
cg04837071,chr9,140318649
cg04837322,chr9,115096481
cg04972545,chr9,3526297
cg04981414,chr9,134378512
cg04995717,chr9,27109293
cg05000446,chr9,35042395
cg05050341,chr9,130617534
cg05065037,chr9,88969928
cg05102817,chr9,125028279
cg05120715,chr9,114659593
cg05208153,chr9,34398637
cg05219900,chr9,35732569
cg05251000,chr9,132935664
cg05286874,chr9,107690485
cg05293216,chr9,35080812
cg05412136,chr9,36191352
cg05429895,chr9,120466640
cg05465755,chr9,91926196
cg05517711,chr9,130662451
cg05523047,chr9,2621379
cg05593325,chr9,101569696
cg05627103,chr9,139694135
cg05684891,chr9,124461171
cg05706061,chr9,115912974
cg05779272,chr9,33168018
cg05793077,chr9,124030744
cg05824762,chr9,131533797
cg05826823,chr9,130968072
cg05830416,chr9,35665010
cg05840553,chr9,130212635
cg05969697,chr9,95527975
cg06119575,chr9,108424905
cg06138027,chr9,86596281
cg06202984,chr9,98079903
cg06207460,chr9,4741011
cg06216677,chr9,35603842
cg06244417,chr9,137809628
cg06318164,chr9,131710719
cg06337239,chr9,32526578
cg06418184,chr9,34620572
cg06484397,chr9,36137132
cg06630567,chr9,116840435
cg06643227,chr9,114557239
cg06654447,chr9,139686019
cg06692957,chr9,80647629
cg06711560,chr9,139746365
cg06765514,chr9,130689862
cg06797533,chr9,19127804
cg06866657,chr9,124990754
cg06886022,chr9,140095555
cg06912252,chr9,104248926
cg06919956,chr9,140445760
cg06953995,chr9,112542779
cg07078114,chr9,139606202
cg07158339,chr9,71650237
cg07160163,chr9,93563778
cg07172280,chr9,140009455
cg07190485,chr9,124132159
cg07211259,chr9,5510497
cg07241568,chr9,136150823
cg07281640,chr9,111695707
cg07285276,chr9,134613015
cg07295092,chr9,130565376
cg07328495,chr9,106856765
cg07341907,chr9,35161971
cg07347725,chr9,124921437
cg07531356,chr9,5185951
cg07535475,chr9,101984791
cg07536920,chr9,77112326
cg07557424,chr9,34613043
cg07623294,chr9,23826507
cg07664183,chr9,19103231
cg07717632,chr9,140172631
cg07763768,chr9,125877923
cg07804122,chr9,113018739
cg07903918,chr9,101471986
cg07957491,chr9,134407190
cg07962315,chr9,77704473
cg07965714,chr9,100459834
cg08026144,chr9,78505312
cg08108641,chr9,135042030
cg08173535,chr9,127533861
cg08268099,chr9,137966584
cg08289932,chr9,38068663
cg08313788,chr9,115095520
cg08347423,chr9,102861153
cg08351143,chr9,33817857
cg08367703,chr9,139304491
cg08372326,chr9,99212096
cg08390209,chr9,22005563
cg08418332,chr9,34691001
cg08433538,chr9,129676714
cg08439468,chr9,95526812
cg08487038,chr9,6413045
cg08529852,chr9,139557920
cg08531821,chr9,100685127
cg08578641,chr9,34457440
cg08625022,chr9,77702606
cg08662074,chr9,118915867
cg08670517,chr9,86323640
cg08719486,chr9,90112101
cg08768421,chr9,74764504
cg08797471,chr9,90113120
cg08872483,chr9,96213189
cg08876665,chr9,114361338
cg08909157,chr9,215561
cg09059635,chr9,135042197
cg09095562,chr9,135905090
cg09155852,chr9,128469764
cg09191327,chr9,133540108
cg09201327,chr9,117880330
cg09227136,chr9,127703617
cg09260830,chr9,80263587
cg09296212,chr9,130828969
cg09305224,chr9,139927245
cg09386615,chr9,4151723
cg09419670,chr9,123605666
cg09427311,chr9,129885730
cg09429111,chr9,96792562
cg09429153,chr9,128509852
cg09445097,chr9,130186736
cg09446127,chr9,138853438
cg09539438,chr9,87283789
cg09547190,chr9,95857577
cg09553448,chr9,134000424
cg09600829,chr9,96216052
cg09660171,chr9,129375847
cg09665592,chr9,130699885
cg09722555,chr9,34662282
cg09729918,chr9,130830948
cg09730361,chr9,20622599
cg09768944,chr9,125590709
cg09800519,chr9,137218286
cg09827833,chr9,27109492
cg09835543,chr9,93405134
cg09885086,chr9,79074210
cg09931793,chr9,114090261
cg09965258,chr9,14313762
cg10025443,chr9,93564339
cg10049968,chr9,34458533
cg10059959,chr9,37035381
cg10072995,chr9,95895956
cg10082841,chr9,130689321
cg10188131,chr9,130214136
cg10218959,chr9,130890202
cg10289190,chr9,37422575
cg10467681,chr9,140083784
cg10493166,chr9,125133121
cg10493739,chr9,108456981
cg10570177,chr9,136324586
cg10624768,chr9,33024747
cg10645113,chr9,91979776
cg10676060,chr9,135546789
cg10716607,chr9,32552648
cg10720654,chr9,33676517
cg10726357,chr9,115653543
cg10791260,chr9,117568588
cg10822116,chr9,35733370
cg10823546,chr9,88555702
cg10900550,chr9,100173984
cg10912268,chr9,94877902
cg10922163,chr9,34611951
cg10922622,chr9,108210153
cg10994430,chr9,112542080
cg11007123,chr9,131314542
cg11056832,chr9,131465146
cg11074362,chr9,19297575
cg11107205,chr9,4793458
cg11116440,chr9,131133274
cg11154542,chr9,90340652
cg11195662,chr9,79520720
cg11213150,chr9,129884457
cg11233228,chr9,116037401
cg11299964,chr9,128469783
cg11304734,chr9,37485592
cg11308840,chr9,32783516
cg11312566,chr9,130159344
cg11326613,chr9,35657478
cg11429632,chr9,123964581
cg11466485,chr9,136605868
cg11466908,chr9,94123704
cg11526405,chr9,131790894
cg11527279,chr9,124854846
cg11530960,chr9,1052239
cg11546621,chr9,139872161
cg11554937,chr9,99064321
cg11558474,chr9,74382743
cg11628487,chr9,131450973
cg11656547,chr9,72658747
cg11680158,chr9,15307376
cg11714502,chr9,130640212
cg11830061,chr9,5185415
cg11873854,chr9,139642875
cg11879188,chr9,136149908
cg11884243,chr9,137772886
cg11893323,chr9,131133119
cg11953824,chr9,111697545
cg11973688,chr9,130564956
cg12024292,chr9,120177979
cg12026394,chr9,100745975
cg12043807,chr9,99180432
cg12044689,chr9,97203357
cg12067261,chr9,5231539
cg12076344,chr9,131102607
cg12188560,chr9,34591192
cg12271587,chr9,135282793
cg12316147,chr9,35748890
cg12336877,chr9,139981325
cg12348970,chr9,19786543
cg12377712,chr9,117349993
cg12420104,chr9,977109
cg12438037,chr9,138393570
cg12539975,chr9,133539583
cg12548454,chr9,80911457
cg12568776,chr9,112083456
cg12576700,chr9,123342680
cg12622986,chr9,135458173
cg12717594,chr9,36037454
cg12754854,chr9,131682859
cg12757143,chr9,140473704
cg12788471,chr9,127630977
cg12840719,chr9,21968233
cg12867448,chr9,131217480
cg12876594,chr9,35791798
cg12894126,chr9,134405925
cg12927772,chr9,86571585
cg12953249,chr9,126118772
cg12971694,chr9,35618412
cg13022129,chr9,131683862
cg13060154,chr9,124461998
cg13066542,chr9,79009738
cg13085976,chr9,140171189
cg13098382,chr9,36401460
cg13134662,chr9,136858680
cg13226172,chr9,34589381
cg13234643,chr9,99801371
cg13294509,chr9,131266872
cg13306784,chr9,139334488
cg13309018,chr9,130965761
cg13314167,chr9,114557553
cg13316424,chr9,130968009
cg13351583,chr9,91793648
cg13493001,chr9,139846100
cg13666340,chr9,4666266
cg13724288,chr9,79791919
cg13752043,chr9,131644109
cg13812587,chr9,131709471
cg13814950,chr9,90112515
cg13870494,chr9,72658358
cg13875807,chr9,6758935
cg13890487,chr9,88897838
cg13920529,chr9,33402426
cg13942909,chr9,131038152
cg13970341,chr9,139923093
cg14063008,chr9,124461599
cg14091657,chr9,139097876
cg14167017,chr9,34178925
cg14176475,chr9,135282081
cg14201417,chr9,136400057
cg14223444,chr9,100394496
cg14230685,chr9,91004214
cg14299800,chr9,132564053
cg14331163,chr9,77111663
cg14350002,chr9,89562473
cg14414534,chr9,100286483
cg14440664,chr9,5509642
cg14469290,chr9,116164446
cg14552982,chr9,133568226
cg14560064,chr9,125675653
cg14563260,chr9,113801320
cg14598387,chr9,125289357
cg14611112,chr9,139643351
cg14614901,chr9,32783463
cg14633704,chr9,99065350
cg14667033,chr9,74384303
cg14776416,chr9,36573072
cg14802951,chr9,136287409
cg14934821,chr9,139228820
cg15075170,chr9,103236030
cg15083233,chr9,112810402
cg15139737,chr9,139839391
cg15186584,chr9,34397651
cg15195276,chr9,113799936
cg15209169,chr9,125702779
cg15229026,chr9,138853493
cg15242570,chr9,90341048
cg15248035,chr9,36169949
cg15264273,chr9,97040460
cg15271616,chr9,35490515
cg15387123,chr9,139891058
cg15428653,chr9,139923402
cg15459742,chr9,111775564
cg15473904,chr9,140446993
cg15492003,chr9,101984308
cg15518883,chr9,35650561
cg15526708,chr9,101866433
cg15538820,chr9,136084818
cg15551881,chr9,123688715
cg15582789,chr9,99145525
cg15583058,chr9,139305771
cg15610792,chr9,131592173
cg15619125,chr9,139747228
cg15623573,chr9,72288098
cg15648905,chr9,130212957
cg15714041,chr9,32384344
cg15733507,chr9,139965275
cg15739944,chr9,99212660
cg15765694,chr9,104358101
cg15769409,chr9,138372274
cg15777570,chr9,34662951
cg15785720,chr9,139964984
cg15802898,chr9,100615201
cg15806518,chr9,127177817
cg15840658,chr9,72287152
cg15865742,chr9,115984268
cg15903421,chr9,117267460
cg15919045,chr9,94186882
cg16025584,chr9,139887217
cg16037142,chr9,131419157
cg16112945,chr9,136285806
cg16158807,chr9,95946891
cg16199381,chr9,100396477
cg16224854,chr9,130829986
cg16235034,chr9,37650629
cg16274148,chr9,100684771
cg16284292,chr9,129567924
cg16295988,chr9,115480625
cg16351184,chr9,140473184
cg16367027,chr9,116174442
cg16386080,chr9,90589146
cg16408394,chr9,137219075
cg16408565,chr9,117090924
cg16473288,chr9,125290120
cg16509045,chr9,77502963
cg16536450,chr9,139658896
cg16543294,chr9,132404763
cg16558348,chr9,86322296
cg16666160,chr9,127269631
cg16714091,chr9,18473902
cg16720880,chr9,33265144
cg16758041,chr9,32573371
cg16771596,chr9,103188942
cg16777839,chr9,139743802
cg16799583,chr9,133569236
cg16829154,chr9,139440704
cg16832407,chr9,73736539
