CpGmarker,chr:coord_hg19,Gene_body,CGI,Shore,Shelf,ChrHMM_state
cg21516478,chr5:150400328,True,True,False,False,2
cg21540749,chr5:52405349,True,True,False,False,3
cg21575929,chr5:159344281,True,False,True,False,24
cg21596317,chr5:102201545,True,False,True,False,2
cg21605986,chr5:175788725,True,True,False,True,3
cg21623671,chr5:150536851,True,False,True,False,3
cg21678388,chr5:178286735,False,False,True,False,2
cg21751787,chr5:176778504,True,False,True,False,3
cg21783004,chr5:135290288,True,False,False,False,25
cg21803417,chr5:7868887,True,True,False,False,3
cg21835622,chr5:146833431,True,True,False,False,1
cg21842274,chr5:76248637,True,False,True,False,23
cg21850069,chr5:180649807,True,False,True,False,2
cg21898046,chr5:180231026,True,False,True,False,3
cg21929993,chr5:179498114,True,False,True,False,3
cg21935083,chr5:131892314,True,False,True,False,2
cg21937886,chr5:179779954,True,True,False,False,23
cg21942082,chr5:80690225,False,True,False,False,23
cg21950518,chr5:55290746,True,True,False,False,3
cg21985356,chr5:76383200,True,False,True,False,1
cg21993406,chr5:68484783,False,False,True,False,3
cg22009138,chr5:65222522,True,False,True,False,3
cg22077101,chr5:154320902,True,False,False,True,3
cg22197830,chr5:134209784,True,False,True,False,2
cg22215520,chr5:43557435,True,True,False,False,3
cg22230395,chr5:153418202,True,True,False,False,3
cg22281080,chr5:148738020,True,False,True,False,3
cg22282672,chr5:121465223,True,False,False,False,13
cg22311533,chr5:132200008,True,False,True,False,25
cg22359217,chr5:41925772,True,False,True,False,1
cg22409383,chr5:138609379,True,True,False,False,3
cg22411068,chr5:10442103,True,True,False,False,2
cg22445920,chr5:150683178,True,False,False,False,25
cg22598563,chr5:131563921,True,True,False,False,2
cg22603964,chr5:109024897,False,False,True,False,2
cg22605063,chr5:176899801,True,False,False,False,3
cg22672790,chr5:161112787,True,False,False,False,25
cg22705225,chr5:31640216,True,False,True,False,23
cg22748850,chr5:137667638,True,True,False,False,22
cg22764338,chr5:141257604,True,True,True,False,2
cg22775896,chr5:150632248,True,False,False,False,1
cg22776578,chr5:175223497,True,False,True,False,24
cg22778145,chr5:178054469,True,False,True,False,2
cg22836153,chr5:121412702,True,True,False,False,3
cg22938407,chr5:612277,False,True,False,False,1
cg22956315,chr5:159435973,False,False,False,False,22
cg22975568,chr5:149793436,False,False,False,False,15
cg22979433,chr5:80528609,False,False,False,False,22
cg23029193,chr5:38258216,False,True,False,False,23
cg23037403,chr5:178368183,False,True,False,False,23
cg23043119,chr5:110848575,False,False,True,False,1
cg23054676,chr5:7869265,True,True,False,False,3
cg23061578,chr5:524941,False,False,True,False,24
cg23112213,chr5:137549144,False,False,False,False,1
cg23128146,chr5:150138761,False,False,True,False,2
cg23164327,chr5:40755670,True,True,False,False,3
cg23187653,chr5:95769008,True,True,False,False,23
cg23248452,chr5:9631117,True,False,False,False,25
cg23248587,chr5:82372867,True,False,True,False,3
cg23261102,chr5:138775214,True,False,False,False,2
cg23300372,chr5:71015432,True,True,False,False,24
cg23303408,chr5:145718597,True,True,False,True,24
cg23455614,chr5:44808879,False,False,True,False,1
cg23496260,chr5:17218089,True,True,True,False,4
cg23502772,chr5:43191975,True,True,False,False,23
cg23513690,chr5:145316101,True,False,True,False,2
cg23596123,chr5:140530222,True,False,True,False,21
cg23613317,chr5:154092109,False,False,False,False,25
cg23615676,chr5:113697632,True,True,False,False,23
cg23639989,chr5:14581642,False,True,False,False,2
cg23863670,chr5:43411929,True,False,False,False,25
cg23941599,chr5:114880796,False,False,True,False,1
cg23973000,chr5:112770527,True,False,False,False,25
cg24003542,chr5:112630684,True,False,True,False,2
cg24016044,chr5:173315549,True,True,False,False,3
cg24024214,chr5:180326142,True,False,False,False,25
cg24043192,chr5:43515527,False,False,True,False,1
cg24076884,chr5:140346921,True,True,False,False,23
cg24115593,chr5:169010705,True,True,False,False,1
cg24117468,chr5:131562848,True,False,True,False,3
cg24136586,chr5:81268366,True,True,False,False,3
cg24145210,chr5:170814287,True,False,True,False,3
cg24150528,chr5:43125550,True,False,False,True,6
cg24202119,chr5:35938692,True,False,False,False,25
cg24206256,chr5:162930188,True,False,False,True,2
cg24231716,chr5:76934501,True,False,True,False,24
cg24237439,chr5:36302094,True,False,False,False,14
cg24274600,chr5:95066816,True,False,True,False,1
cg24363955,chr5:32788467,True,False,False,False,25
cg24382521,chr5:40908228,False,False,False,False,25
cg24385322,chr5:141017773,True,False,True,False,2
cg24495017,chr5:134370530,False,False,True,False,2
cg24504986,chr5:176449842,True,True,False,False,3
cg24523000,chr5:161273839,False,False,False,False,24
cg24573501,chr5:76114373,False,False,True,False,23
cg24585690,chr5:135231514,True,False,False,False,24
cg24592364,chr5:14871736,True,False,True,False,1
cg24602243,chr5:14144425,True,True,False,False,3
cg24675098,chr5:35617879,False,True,False,False,1
cg24683061,chr5:138677846,True,True,False,False,3
cg24735937,chr5:175843923,False,False,True,False,2
cg24809768,chr5:167914047,True,False,True,False,3
cg24893837,chr5:78282099,False,False,True,False,16
cg24974130,chr5:131893006,True,False,True,False,3
cg25040733,chr5:141704734,True,True,True,False,2
cg25044651,chr5:115298720,True,True,True,False,23
cg25054311,chr5:149340861,True,True,False,False,2
cg25084878,chr5:127873711,True,True,True,False,1
cg25112044,chr5:68530979,True,True,False,False,3
cg25132078,chr5:139682347,True,False,False,False,3
cg25136045,chr5:64064759,True,False,True,False,1
cg25141490,chr5:148759090,True,False,False,False,25
cg25141995,chr5:133341459,False,True,False,False,3
cg25243721,chr5:82373346,True,True,False,False,1
cg25267732,chr5:114632630,False,False,True,False,22
cg25302419,chr5:11904015,True,True,False,False,22
cg25358289,chr5:140012728,True,True,False,False,23
cg25374813,chr5:138719374,True,False,False,False,14
cg25418748,chr5:178977236,False,False,True,False,2
cg25428293,chr5:149380217,True,True,False,False,3
cg25438054,chr5:65017496,True,False,True,False,3
cg25484373,chr5:10250304,True,True,False,False,3
cg25507001,chr5:137475288,False,False,False,False,22
cg25553916,chr5:177558755,True,False,True,False,3
cg25632001,chr5:1799723,True,True,False,False,3
cg25677709,chr5:149900459,True,False,False,False,6
cg25735280,chr5:31638951,False,False,True,False,2
cg25821963,chr5:148521171,True,True,False,False,2
cg25836159,chr5:76326301,True,True,False,False,3
cg25842356,chr5:126367370,False,False,True,False,2
cg25847835,chr5:147763803,True,False,True,False,3
cg25852941,chr5:34929231,False,False,True,False,2
cg26069252,chr5:137800343,False,True,False,True,2
cg26074851,chr5:133512410,True,True,False,False,3
cg26081812,chr5:131880480,True,False,False,False,25
cg26088104,chr5:43515152,True,True,False,False,3
cg26095194,chr5:172197489,True,True,False,False,9
cg26205131,chr5:1444878,True,True,True,False,24
cg26229274,chr5:131629510,True,True,False,False,2
cg26233209,chr5:115178764,True,False,True,False,4
cg26317056,chr5:43602919,True,False,True,False,3
cg26356176,chr5:53813380,False,True,False,False,2
cg26392924,chr5:138718812,True,False,False,False,17
cg26413355,chr5:79783674,False,True,False,False,2
cg26436158,chr5:443625,True,False,True,False,3
cg26465611,chr5:126626719,True,True,False,False,23
cg26470338,chr5:78283014,False,False,True,False,25
cg26475085,chr5:38845600,False,True,False,False,2
cg26504021,chr5:2752882,True,True,False,False,23
cg26511075,chr5:36301436,True,False,False,False,16
cg26556719,chr5:140261810,True,False,True,False,21
cg26565838,chr5:153570764,True,False,True,False,3
cg26620356,chr5:175789238,False,False,True,False,2
cg26721993,chr5:1344908,True,True,False,False,3
cg26775866,chr5:159849193,True,False,True,False,3
cg26783353,chr5:140684147,True,False,True,False,21
cg26787239,chr5:132008525,False,False,False,False,22
cg26790059,chr5:156772562,True,False,False,False,7
cg26829318,chr5:95158068,True,False,False,False,3
cg26851800,chr5:147548826,False,False,False,False,25
cg26896762,chr5:50679361,True,True,False,True,23
cg26937148,chr5:92919647,True,True,False,True,2
cg27035806,chr5:175817338,True,False,True,False,12
cg27061947,chr5:74807308,True,True,False,False,3
cg27092035,chr5:175792880,True,True,False,True,23
cg27119451,chr5:137514611,True,False,True,False,1
cg27124774,chr5:140571888,False,False,True,False,25
cg27152280,chr5:139423077,False,True,False,False,23
cg27164762,chr5:175815688,True,True,True,False,1
cg27185377,chr5:159848780,False,True,False,True,2
cg27223047,chr5:127874825,True,True,False,True,23
cg27244482,chr5:149669488,True,False,False,False,24
cg27264345,chr5:137775041,True,False,False,False,2
cg27294629,chr5:176513704,False,False,True,False,22
cg27372468,chr5:131630212,True,True,False,False,3
cg27403635,chr5:113698291,True,True,False,False,23
cg27465566,chr5:14142574,False,False,True,False,2
cg27488807,chr5:147691898,False,False,False,False,25
cg27543230,chr5:133562604,False,False,True,False,3
cg27606341,chr5:39219632,True,False,False,False,15
cg27610250,chr5:110074219,True,False,True,False,2
cg27654142,chr5:178322924,True,True,False,False,1
cg00012792,chr6:8064493,True,True,False,False,3
cg00020533,chr6:35480916,False,False,True,False,25
cg00024396,chr6:53214008,False,True,False,False,3
cg00044245,chr6:94128889,True,True,False,False,23
cg00162401,chr6:52859823,True,False,True,False,2
cg00180012,chr6:108615929,False,False,True,False,1
cg00194146,chr6:13488404,False,True,False,False,2
cg00214855,chr6:13813947,True,True,False,False,3
cg00226923,chr6:36972027,False,False,False,False,25
cg00229387,chr6:43445942,True,False,False,False,3
cg00230368,chr6:160389833,False,True,False,False,2
cg00231644,chr6:3158512,False,False,True,False,2
cg00333528,chr6:89927485,True,False,False,False,25
cg00350478,chr6:168480013,True,False,True,False,25
cg00380464,chr6:144164650,True,True,False,False,3
cg00387170,chr6:41514002,False,True,False,False,22
cg00426056,chr6:33385896,True,True,False,False,1
cg00430287,chr6:116382876,False,False,False,False,25
cg00436301,chr6:116421736,False,True,False,False,2
cg00463577,chr6:74161911,True,True,False,False,3
cg00468146,chr6:19838211,True,True,True,False,23
cg00474209,chr6:170600060,True,True,False,True,23
cg00510787,chr6:151772946,True,False,True,False,3
cg00575744,chr6:32908642,True,False,False,False,22
cg00585846,chr6:31515458,True,False,False,False,3
cg00635481,chr6:35226917,True,True,False,False,3
cg00648153,chr6:74364149,False,False,True,False,1
cg00651216,chr6:44213720,False,True,False,False,2
cg00655307,chr6:152128743,True,False,True,False,23
cg00657095,chr6:35310123,False,False,True,False,2
cg00679556,chr6:30080782,True,False,False,False,24
cg00728602,chr6:31744927,True,False,False,False,2
cg00743372,chr6:28109648,False,True,False,False,3
cg00772000,chr6:18123049,False,False,True,False,2
cg00775197,chr6:44265054,True,True,False,False,23
cg00852964,chr6:133035150,True,False,False,False,18
cg00862770,chr6:35655764,True,True,False,False,3
cg00897329,chr6:108616288,True,True,False,False,3
cg00922727,chr6:109415123,True,False,True,False,3
cg00929855,chr6:31783364,True,True,False,False,3
cg01078434,chr6:29455532,True,False,False,False,22
cg01087382,chr6:91297190,False,False,True,False,1
cg01108476,chr6:35109383,True,True,False,False,24
cg01125463,chr6:42946178,True,False,True,False,3
cg01135200,chr6:147524578,False,False,True,False,3
cg01173186,chr6:24126221,False,False,True,False,24
cg01177524,chr6:11232933,True,False,False,False,1
cg01269048,chr6:138527542,True,False,False,False,25
cg01269795,chr6:26440101,False,False,False,False,2
cg01306510,chr6:36646540,True,True,False,False,3
cg01307730,chr6:25726597,True,True,False,False,22
cg01313949,chr6:159278105,False,False,False,False,25
cg01320361,chr6:108279781,False,False,True,False,2
cg01344171,chr6:43612647,False,False,True,False,22
cg01362183,chr6:149639693,True,False,True,False,9
cg01371258,chr6:27440806,True,True,False,False,1
cg01401376,chr6:133563342,True,True,True,False,23
cg01431114,chr6:166076971,True,True,False,False,23
cg01500097,chr6:110011156,True,False,True,False,17
cg01500567,chr6:44355777,True,True,False,False,3
cg01536980,chr6:74231252,True,True,False,True,3
cg01555431,chr6:151562026,True,True,True,False,2
cg01564343,chr6:41121920,True,False,False,False,25
cg01570885,chr6:3849272,False,True,False,False,1
cg01635061,chr6:33160234,True,True,True,False,24
cg01669948,chr6:39290877,False,False,False,False,25
cg01693108,chr6:35888298,True,False,True,False,3
cg01708236,chr6:44233446,True,True,False,False,2
cg01716083,chr6:30029143,True,True,False,False,3
cg01747191,chr6:109449950,True,False,False,False,25
cg01769037,chr6:15246613,True,False,True,False,3
cg01802635,chr6:8064800,True,False,True,False,1
cg01805282,chr6:133563764,True,True,True,False,23
cg01808130,chr6:8435206,True,False,True,False,3
cg01837719,chr6:96463185,False,False,True,False,24
cg01840268,chr6:26402776,True,False,False,False,1
cg01852131,chr6:30585154,True,True,False,False,1
cg01868782,chr6:126071099,True,True,False,False,2
cg01883966,chr6:31938886,True,False,True,False,9
cg01889448,chr6:32635871,True,False,False,True,18
cg01907837,chr6:37321337,False,False,True,False,2
cg01909833,chr6:32937267,True,False,True,False,3
cg01936555,chr6:25931205,False,False,False,False,25
cg01944444,chr6:30688681,True,True,True,False,3
cg01946401,chr6:45296101,True,False,False,False,16
cg01980222,chr6:41130917,True,False,False,False,25
cg01985396,chr6:39760833,True,False,True,False,23
cg01993576,chr6:44187674,True,False,True,False,3
cg02043083,chr6:150070997,True,True,False,True,3
cg02060698,chr6:108881455,True,True,False,False,3
cg02075593,chr6:52773711,True,False,False,False,18
cg02091100,chr6:42123029,False,False,False,False,25
cg02110963,chr6:10434975,False,False,False,False,14
cg02117021,chr6:29425960,True,False,False,False,25
cg02123547,chr6:37137464,False,True,False,False,1
cg02184413,chr6:133035235,False,False,False,False,18
cg02187357,chr6:37224216,True,False,True,False,25
cg02192855,chr6:26273199,False,False,True,False,1
cg02212836,chr6:6589075,True,False,False,False,18
cg02217159,chr6:62996697,False,False,True,False,22
cg02275989,chr6:123110863,True,True,False,False,2
cg02412050,chr6:35995429,False,True,False,False,1
cg02486845,chr6:88411799,True,True,False,False,3
cg02567144,chr6:52285149,True,True,False,False,1
cg02582754,chr6:160327345,False,False,False,False,25
cg02599464,chr6:27107097,True,False,True,False,3
cg02611419,chr6:39282532,True,False,True,False,23
cg02622316,chr6:28367410,True,True,False,False,3
cg02664205,chr6:136171652,False,False,False,False,25
cg02704907,chr6:27116113,False,False,True,False,13
cg02720618,chr6:152129791,True,False,True,False,23
cg02762689,chr6:42163422,False,False,False,False,22
cg02790471,chr6:108093511,True,False,False,False,25
cg02844545,chr6:10882043,True,True,True,False,24
cg02854090,chr6:25726895,False,False,True,False,22
cg02862362,chr6:131895102,True,False,False,False,25
cg02885771,chr6:144163654,True,False,True,False,2
cg02888247,chr6:24719235,True,False,True,False,9
cg02909790,chr6:26271587,True,True,True,False,2
cg02914379,chr6:41605784,True,True,True,False,23
cg02924961,chr6:26125480,True,False,True,False,9
cg02937102,chr6:108093229,True,False,False,False,25
cg02937479,chr6:32098034,True,True,False,False,1
cg02944057,chr6:34359501,True,False,True,False,3
cg02964385,chr6:36515676,False,False,True,False,2
cg02966329,chr6:80714474,True,True,False,False,3
cg02990567,chr6:33266961,True,True,False,False,2
cg03003256,chr6:116849557,True,False,False,False,25
cg03007571,chr6:26157673,False,False,True,False,9
cg03020951,chr6:34203887,False,True,False,False,3
cg03029060,chr6:27441036,False,True,False,False,1
cg03030757,chr6:35420754,True,True,False,False,3
cg03059528,chr6:127587721,False,False,True,False,1
cg03080985,chr6:80340683,False,False,True,False,2
cg03099771,chr6:27215365,False,False,False,True,23
cg03108701,chr6:97731400,False,False,True,False,1
cg03160135,chr6:117586918,True,True,False,True,23
cg03202897,chr6:3849688,True,True,False,False,1
cg03221914,chr6:27783331,False,False,True,False,13
cg03247626,chr6:126277793,False,True,False,False,2
cg03270204,chr6:30851638,True,False,True,False,2
cg03277112,chr6:131949711,True,False,True,False,2
cg03340261,chr6:135375900,True,True,False,False,3
cg03340878,chr6:27925166,True,False,False,False,25
cg03349251,chr6:10832472,True,False,False,False,25
cg03365432,chr6:167412981,True,True,False,False,3
cg03383661,chr6:42714115,False,False,True,False,1
cg03422350,chr6:39895671,True,False,False,False,8
cg03440267,chr6:6321061,True,False,False,False,24
cg03442064,chr6:41515050,True,True,False,False,3
cg03446863,chr6:41702426,True,True,False,False,1
cg03462055,chr6:3227556,True,True,True,False,2
cg03479797,chr6:32096154,False,False,True,False,1
cg03608577,chr6:29342679,True,False,False,False,25
cg03664139,chr6:101329504,False,False,True,False,3
cg03714916,chr6:36645886,True,False,True,False,2
cg03790207,chr6:42947109,False,True,False,False,3
cg03807235,chr6:137144199,True,True,False,False,2
cg03821311,chr6:27836018,False,False,True,False,13
cg03833068,chr6:27804958,False,False,True,False,3
cg03835296,chr6:25830922,True,False,False,False,25
cg03849074,chr6:28317796,True,False,False,False,1
cg03889226,chr6:137815333,True,False,True,False,24
cg03939485,chr6:33266076,True,False,True,False,3
cg03944089,chr6:134497379,True,False,True,False,2
cg03958979,chr6:108486387,True,True,False,False,24
cg03959219,chr6:116575135,True,True,False,False,3
cg03985136,chr6:150262734,False,True,False,True,2
cg04026012,chr6:86354018,False,False,True,False,2
cg04063348,chr6:52109347,False,False,False,False,25
cg04086834,chr6:71377064,False,False,True,False,2
cg04099420,chr6:3076354,True,False,False,False,10
cg04113075,chr6:146865487,True,False,True,False,3
cg04128563,chr6:111195434,False,True,False,False,3
cg04136480,chr6:31510196,True,False,True,False,3
cg04145477,chr6:107077629,True,False,False,False,3
cg04183425,chr6:119221279,True,False,False,False,12
cg04185037,chr6:159239164,True,True,False,False,3
cg04201526,chr6:49833706,True,False,False,False,25
cg04273431,chr6:30523215,True,False,True,False,3
cg04278702,chr6:87647399,True,True,False,False,23
cg04286043,chr6:36410500,True,True,False,False,3
cg04289385,chr6:36355825,False,True,False,False,23
cg04304130,chr6:11111894,True,False,False,False,9
cg04315264,chr6:35436252,True,True,False,False,3
cg04340502,chr6:52775209,False,False,False,False,25
cg04424621,chr6:27101941,True,False,True,False,3
cg04425624,chr6:31543565,True,False,False,False,13
cg04452713,chr6:56707687,True,False,True,False,3
cg04454050,chr6:41122081,False,False,False,False,25
cg04461802,chr6:142623433,True,True,False,False,2
cg04464559,chr6:107780641,True,False,True,False,1
cg04481779,chr6:137366125,True,True,False,False,23
cg04498679,chr6:31895598,True,False,False,False,1
cg04504095,chr6:1610688,True,True,False,False,23
cg04506628,chr6:34725359,True,False,True,False,3
cg04513728,chr6:30584980,True,True,False,False,3
cg04515001,chr6:24358236,True,True,True,False,23
cg04520084,chr6:100016357,True,True,False,False,3
cg04542938,chr6:16762468,False,True,False,False,2
cg04555836,chr6:76458633,False,True,False,False,2
cg04576021,chr6:32784255,True,False,False,False,18
cg04595372,chr6:49681233,True,False,False,False,25
cg04603184,chr6:13924929,True,False,True,False,2
cg04650786,chr6:108395545,True,True,False,False,3
cg04676561,chr6:27835191,True,True,True,False,2
cg04710641,chr6:31928257,True,False,True,False,6
cg04762213,chr6:31587888,False,True,False,False,1
cg04775502,chr6:13486339,True,True,False,False,3
cg04794901,chr6:160209903,True,False,True,False,9
cg04824716,chr6:31125475,True,False,True,False,3
cg04887278,chr6:83903927,True,False,True,False,2
cg04946916,chr6:656890,True,True,False,False,7
cg05010967,chr6:44310640,True,False,False,False,24
cg05069385,chr6:32098247,False,False,True,False,2
cg05089968,chr6:166722773,False,False,True,False,24
cg05103623,chr6:159466458,False,False,False,False,16
cg05107152,chr6:43026774,True,False,True,False,9
cg05112986,chr6:45346247,True,True,False,False,2
cg05157725,chr6:56112484,True,False,True,False,23
cg05159188,chr6:26240579,True,False,True,False,22
cg05191792,chr6:2765113,False,False,True,False,2
cg05200311,chr6:18264737,True,True,False,False,3
cg05213296,chr6:111302729,False,False,True,False,3
cg05216141,chr6:36354960,True,False,True,False,23
cg05261824,chr6:28046730,False,False,False,False,25
cg05263682,chr6:89673273,True,True,False,False,3
cg05293407,chr6:28891967,False,True,False,False,3
cg05345286,chr6:41606641,True,True,True,False,23
cg05395196,chr6:122720661,False,True,False,False,1
cg05399360,chr6:31466003,True,True,False,True,3
cg05402265,chr6:52926119,True,False,True,False,3
cg05414338,chr6:26250347,False,False,True,False,2
cg05417985,chr6:132128945,False,True,False,False,2
cg05449607,chr6:111279612,False,False,True,False,2
cg05471775,chr6:26027531,False,True,False,False,1
cg05501682,chr6:2988723,True,False,True,False,2
cg05598246,chr6:29624414,False,False,False,False,24
cg05642698,chr6:108278844,True,False,True,False,3
cg05661333,chr6:29600200,True,True,False,False,3
cg05668720,chr6:112408820,True,True,False,False,1
cg05715287,chr6:110501610,True,True,True,False,3
cg05728656,chr6:31628427,True,True,False,False,3
cg05759269,chr6:36646253,True,True,False,False,2
cg05779068,chr6:29014046,False,False,False,False,25
cg05799317,chr6:165723796,False,False,False,False,25
cg05829479,chr6:49518079,False,False,True,False,23
cg05859264,chr6:36097692,True,False,True,False,24
cg05874450,chr6:105627246,True,False,True,False,2
cg05879334,chr6:160183160,True,True,False,False,1
cg05882691,chr6:27777739,False,False,True,False,1
cg05920090,chr6:31782873,False,True,False,False,2
cg05948654,chr6:25930507,True,False,False,False,25
cg05949660,chr6:109777642,True,True,False,False,2
cg05973262,chr6:32191895,False,False,False,False,25
cg06015218,chr6:146350434,True,False,True,False,23
cg06051311,chr6:30131001,True,False,False,False,2
cg06062132,chr6:76311331,True,True,False,False,3
cg06148264,chr6:2841468,True,False,True,False,3
cg06171242,chr6:24667490,True,False,True,False,3
cg06196379,chr6:41254885,False,False,False,False,18
cg06218044,chr6:105851256,False,True,False,False,1
cg06233473,chr6:117002773,True,True,False,False,3
cg06241300,chr6:31623269,True,False,False,True,10
cg06247172,chr6:34216481,True,True,False,False,3
cg06253072,chr6:33679850,False,False,True,False,2
cg06254453,chr6:26250350,False,False,True,False,2
cg06281719,chr6:24774963,False,False,True,False,2
cg06321883,chr6:70576541,True,False,True,False,23
cg06334093,chr6:139094587,True,True,False,False,1
cg06351503,chr6:31928060,True,False,True,False,10
cg06381133,chr6:41747367,True,False,True,False,3
cg06403553,chr6:49754848,True,False,False,False,25
cg06433995,chr6:13615570,True,True,False,False,1
cg06479512,chr6:160221164,False,True,False,False,7
cg06493994,chr6:25652602,True,True,False,False,24
cg06598631,chr6:88300029,True,False,True,False,3
cg06616147,chr6:52926842,True,True,False,True,2
cg06634267,chr6:7590278,False,False,True,False,2
cg06638966,chr6:70576321,True,False,True,False,23
cg06656924,chr6:35228319,True,False,True,False,3
cg06667091,chr6:100017988,False,False,True,False,25
cg06682978,chr6:17394417,True,False,False,False,1
cg06777581,chr6:37321919,True,True,False,False,3
cg06779945,chr6:138188320,False,True,False,False,1
cg06786424,chr6:4021316,False,False,True,False,3
cg06818415,chr6:33379267,True,False,True,False,3
cg06836736,chr6:84140993,False,True,False,False,2
cg06848288,chr6:79788573,False,False,True,False,1
cg06892726,chr6:26087607,True,False,False,False,1
cg06893980,chr6:170862231,True,True,True,False,3
cg06918467,chr6:137815539,False,False,True,False,24
cg06945625,chr6:2972184,True,False,True,False,2
cg07011110,chr6:26500482,False,False,True,False,25
cg07018708,chr6:144334983,True,False,False,False,19
cg07074571,chr6:161695561,False,False,False,False,2
cg07076342,chr6:42981435,True,True,False,False,3
cg07099407,chr6:43027930,True,False,True,False,3
cg07191600,chr6:42421243,False,False,True,False,2
cg07240721,chr6:126278255,True,True,False,False,3
cg07294541,chr6:35265555,False,False,False,False,2
cg07326586,chr6:29528119,True,False,False,False,25
cg07327468,chr6:133561765,True,False,True,False,23
cg07352586,chr6:111580316,False,False,True,False,2
cg07363637,chr6:31846996,False,False,False,False,22
cg07395788,chr6:107780783,False,True,True,False,1
cg07405796,chr6:30104552,True,False,False,False,25
cg07413497,chr6:71276640,True,True,False,False,3
cg07433344,chr6:33172450,True,True,False,True,3
cg07465480,chr6:18156341,True,True,False,False,3
cg07465609,chr6:66205227,True,False,False,False,25
cg07472159,chr6:116447667,True,False,False,False,8
cg07476030,chr6:107078648,True,False,False,False,4
cg07479491,chr6:7726108,False,True,False,True,23
cg07504780,chr6:32821684,True,True,False,False,1
cg07535879,chr6:153323363,True,False,True,False,3
cg07570142,chr6:132722421,True,True,False,False,23
cg07579404,chr6:150346721,False,False,False,False,23
cg07636178,chr6:26045534,False,False,True,False,1
cg07660236,chr6:28367883,False,False,True,False,3
cg07671949,chr6:152128338,True,False,True,False,23
cg07679836,chr6:33548423,False,False,False,False,16
cg07705908,chr6:34523925,True,False,False,False,25
cg07740989,chr6:74230681,True,True,False,True,3
cg07750111,chr6:26056168,True,True,False,False,3
cg07805833,chr6:43483391,True,False,True,False,9
cg07857181,chr6:43543548,True,True,False,False,3
cg07868688,chr6:88299842,True,True,False,False,3
cg07922606,chr6:26225389,True,True,False,False,9
cg07964539,chr6:41890080,True,False,True,False,9
cg07967643,chr6:41747785,True,True,True,False,1
cg07971188,chr6:31431100,False,False,False,False,3
cg08009622,chr6:75916327,False,True,False,False,23
cg08011328,chr6:41889049,True,True,False,False,3
cg08027745,chr6:36561726,False,False,True,False,3
cg08049198,chr6:32145904,False,False,False,False,1
cg08096038,chr6:99861729,True,False,False,False,6
cg08109815,chr6:142409831,True,True,False,False,24
cg08126211,chr6:24357720,True,True,False,True,23
cg08142684,chr6:160209868,True,False,True,False,9
cg08183114,chr6:32158284,False,False,False,False,3
cg08222514,chr6:76312378,True,True,False,False,3
cg08263357,chr6:144329780,True,True,False,False,1
cg08286169,chr6:143771981,True,True,False,False,1
cg08301503,chr6:33561188,False,True,False,False,16
cg08302713,chr6:53409850,True,True,False,True,1
cg08307092,chr6:26200174,True,False,True,False,3
cg08307580,chr6:28192892,True,False,True,False,1
cg08315187,chr6:138428131,True,False,True,False,2
cg08315770,chr6:39281885,True,True,False,False,23
cg08332212,chr6:33770850,True,False,False,False,25
cg08348900,chr6:153072083,True,False,False,False,19
cg08417687,chr6:108582627,False,True,False,False,3
cg08424423,chr6:31088188,True,False,False,False,25
cg08550724,chr6:109450991,True,False,False,False,25
cg08592230,chr6:32163562,True,True,False,False,22
cg08612601,chr6:31869982,True,True,False,True,1
cg08614481,chr6:78173250,True,True,False,False,23
cg08620270,chr6:17706868,True,True,False,False,3
cg08636224,chr6:35657921,True,False,True,False,25
cg08651674,chr6:7108441,True,True,False,False,3
cg08687825,chr6:84221752,False,False,False,False,23
cg08709276,chr6:41020450,True,False,False,False,17
cg08747889,chr6:43043786,False,False,True,False,2
cg08748415,chr6:45983741,True,True,False,False,23
cg08784110,chr6:160328002,True,False,False,False,25
cg08810779,chr6:30640919,False,False,True,False,1
cg08836024,chr6:88300917,True,False,True,False,4
cg08851943,chr6:39082812,True,True,False,False,1
cg08878352,chr6:30035220,True,False,False,True,3
cg08897388,chr6:112575705,True,False,True,False,2
cg08923450,chr6:126070151,True,True,False,False,2
cg08932320,chr6:2246077,False,True,False,False,1
cg08942800,chr6:49681310,False,False,False,False,25
cg08946989,chr6:13328449,True,False,True,False,3
cg08947964,chr6:90603803,False,False,False,False,25
cg09025324,chr6:116691685,True,False,True,False,2
cg09045681,chr6:31127178,True,False,True,False,3
cg09106817,chr6:149637881,True,False,True,False,1
cg09196959,chr6:30104440,True,False,False,False,25
cg09217923,chr6:132945096,True,False,False,False,25
cg09221326,chr6:159065141,True,False,True,False,3
cg09258965,chr6:13329625,False,False,True,False,2
cg09299388,chr6:49755190,False,False,False,False,25
cg09305770,chr6:26020672,False,True,True,False,2
cg09322949,chr6:41890043,True,False,True,False,9
cg09339301,chr6:163836245,True,False,False,False,3
cg09354267,chr6:106774064,False,False,True,False,2
cg09381701,chr6:148663829,True,True,False,False,1
cg09404334,chr6:86304180,True,False,True,False,2
cg09408780,chr6:30898937,False,False,False,False,25
cg09439093,chr6:4135575,True,True,False,False,3
cg09496393,chr6:117002125,False,True,False,False,1
cg09508556,chr6:31106982,True,False,False,False,25
cg09527362,chr6:74162142,False,False,True,False,1
cg09548084,chr6:8436218,False,False,True,False,3
cg09591663,chr6:97346077,False,False,True,False,2
cg09638834,chr6:150346497,True,False,False,False,24
cg09682183,chr6:167705253,True,False,False,False,25
