title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	description.1	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	supplementary_file.1	data_row_count	season:ch1	Sex:ch1	tissue:ch1
9969477159_R06C01	GSM2656295	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	replicate	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656295/suppl/GSM2656295_9969477159_R06C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656295/suppl/GSM2656295_9969477159_R06C01_Red.idat.gz	0	NA	F	blood
9969477163_R01C01	GSM2656296	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656296/suppl/GSM2656296_9969477163_R01C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656296/suppl/GSM2656296_9969477163_R01C01_Red.idat.gz	0	NA	F	blood
9969477163_R02C01	GSM2656297	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656297/suppl/GSM2656297_9969477163_R02C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656297/suppl/GSM2656297_9969477163_R02C01_Red.idat.gz	0	NA	M	blood
9969477163_R02C02	GSM2656298	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656298/suppl/GSM2656298_9969477163_R02C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656298/suppl/GSM2656298_9969477163_R02C02_Red.idat.gz	0	NA	M	blood
9969477163_R03C01	GSM2656299	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656299/suppl/GSM2656299_9969477163_R03C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656299/suppl/GSM2656299_9969477163_R03C01_Red.idat.gz	0	NA	M	blood
9969477163_R03C02	GSM2656300	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656300/suppl/GSM2656300_9969477163_R03C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656300/suppl/GSM2656300_9969477163_R03C02_Red.idat.gz	0	rainy	M	blood
9969477163_R04C01	GSM2656301	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656301/suppl/GSM2656301_9969477163_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656301/suppl/GSM2656301_9969477163_R04C01_Red.idat.gz	0	NA	M	blood
9969477163_R04C02	GSM2656302	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656302/suppl/GSM2656302_9969477163_R04C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656302/suppl/GSM2656302_9969477163_R04C02_Red.idat.gz	0	dry	F	blood
9969477163_R05C01	GSM2656303	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656303/suppl/GSM2656303_9969477163_R05C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656303/suppl/GSM2656303_9969477163_R05C01_Red.idat.gz	0	NA	F	blood
9969477163_R05C02	GSM2656304	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656304/suppl/GSM2656304_9969477163_R05C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656304/suppl/GSM2656304_9969477163_R05C02_Red.idat.gz	0	rainy	M	blood
9969477163_R06C01	GSM2656305	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656305/suppl/GSM2656305_9969477163_R06C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656305/suppl/GSM2656305_9969477163_R06C01_Red.idat.gz	0	dry	M	blood
9969477163_R06C02	GSM2656306	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656306/suppl/GSM2656306_9969477163_R06C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656306/suppl/GSM2656306_9969477163_R06C02_Red.idat.gz	0	rainy	M	blood
9969489029_R01C01	GSM2656307	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656307/suppl/GSM2656307_9969489029_R01C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656307/suppl/GSM2656307_9969489029_R01C01_Red.idat.gz	0	rainy	F	blood
9969489029_R01C02	GSM2656308	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656308/suppl/GSM2656308_9969489029_R01C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656308/suppl/GSM2656308_9969489029_R01C02_Red.idat.gz	0	rainy	M	blood
9969489029_R02C01	GSM2656309	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656309/suppl/GSM2656309_9969489029_R02C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656309/suppl/GSM2656309_9969489029_R02C01_Red.idat.gz	0	dry	F	blood
9969489029_R02C02	GSM2656310	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656310/suppl/GSM2656310_9969489029_R02C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656310/suppl/GSM2656310_9969489029_R02C02_Red.idat.gz	0	rainy	M	blood
9969489029_R03C01	GSM2656311	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656311/suppl/GSM2656311_9969489029_R03C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656311/suppl/GSM2656311_9969489029_R03C01_Red.idat.gz	0	rainy	M	blood
9969489029_R03C02	GSM2656312	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656312/suppl/GSM2656312_9969489029_R03C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656312/suppl/GSM2656312_9969489029_R03C02_Red.idat.gz	0	rainy	F	blood
9969489029_R04C01	GSM2656313	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656313/suppl/GSM2656313_9969489029_R04C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656313/suppl/GSM2656313_9969489029_R04C01_Red.idat.gz	0	rainy	M	blood
9969489029_R04C02	GSM2656314	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656314/suppl/GSM2656314_9969489029_R04C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656314/suppl/GSM2656314_9969489029_R04C02_Red.idat.gz	0	NA	M	blood
9969489029_R05C01	GSM2656315	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: M	season: rainy	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656315/suppl/GSM2656315_9969489029_R05C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656315/suppl/GSM2656315_9969489029_R05C01_Red.idat.gz	0	rainy	M	blood
9969489029_R05C02	GSM2656316	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: dry	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656316/suppl/GSM2656316_9969489029_R05C02_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656316/suppl/GSM2656316_9969489029_R05C02_Red.idat.gz	0	dry	F	blood
9969489029_R06C01	GSM2656317	Public on Nov 23 2017	Jun 09 2017	Jan 23 2018	genomic	1	blood	Homo sapiens	tissue: blood	Sex: F	season: NA	genomic DNA	genomic DNA was extracted and purified from blood samples by desalting, proteinase K digestion, and ammonium acetate precipitation	Cy5 and Cy3	Standard Illumina Protocol	9606	bisulphite converted DNA was amplified, fragmented and hybridised to Illumina Infinium HumanMethylation 450k Beadchip using standard Illumina protocol	Arrays were imaged using iScan with standard recommended Illumina scanner settings	sample	genomic DNA from peripheral blood	GenomeStudio and R/Bioconductor packages. The raw data are available on the series level in the file GSE_betas_raw.csv and includes unmethylated and methylated signal intensities	GPL13534	Ayden,,Saffari	ayden.saffari@lshtm.ac.uk	MRC International Nutrition Group	London School of Hygiene & Tropical Medicine, Keppel Street	London	WC1E 7HT	United Kingdom	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656317/suppl/GSM2656317_9969489029_R06C01_Grn.idat.gz	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2656nnn/GSM2656317/suppl/GSM2656317_9969489029_R06C01_Red.idat.gz	0	NA	F	blood
